"Repeat","alpha","lamda2","rho_A.l.","rho_I.l."
6,0.46,0.56,0.662,0.599
6,0.46,0.58,0.628,0.572
6,0.46,0.6,0.616,0.565
6,0.46,0.62,0.601,0.59
6,0.46,0.64,0.653,0.542
6,0.46,0.66,0.657,0.4
6,0.46,0.68,0.636,0.578
6,0.46,0.7,0.633,0.526
6,0.46,0.72,0.676,0.514
6,0.46,0.74,0.679,0.558
6,0.46,0.76,0.685,0.578
6,0.46,0.78,0.582,0.574
6,0.46,0.8,0.709,0.527
6,0.46,0.82,0.59,0.573
6,0.46,0.84,0.714,0.525
6,0.46,0.86,0.706,0.555
6,0.46,0.88,0.637,0.517
6,0.46,0.9,0.65,0.509
6,0.46,0.92,0.721,0.484
6,0.46,0.94,0.662,0.502
6,0.46,0.96,0.662,0.523
6,0.46,0.98,0.676,0.466
6,0.46,1,0.66,0.552
6,0.48,0.02,0.59,0.525
6,0.48,0.04,0.643,0.478
6,0.48,0.06,0.55,0.599
6,0.48,0.08,0.606,0.528
6,0.48,0.1,0.699,0.52
6,0.48,0.12,0.64,0.482
6,0.48,0.14,0.647,0.562
6,0.48,0.16,0.664,0.507
6,0.48,0.18,0.695,0.399
6,0.48,0.2,0.673,0.587
6,0.48,0.22,0.63,0.464
6,0.48,0.24,0.567,0.58
6,0.48,0.26,0.699,0.506
6,0.48,0.28,0.602,0.531
6,0.48,0.3,0.617,0.514
6,0.48,0.32,0.669,0.58
6,0.48,0.34,0.618,0.55
6,0.48,0.36,0.58,0.576
6,0.48,0.38,0.675,0.522
6,0.48,0.4,0.634,0.401
6,0.48,0.42,0.674,0.553
6,0.48,0.44,0.667,0.497
6,0.48,0.46,0.649,0.508
6,0.48,0.48,0.621,0.539
6,0.48,0.5,0.627,0.507
6,0.48,0.52,0.648,0.474
6,0.48,0.54,0.65,0.516
6,0.48,0.56,0.693,0.463
6,0.48,0.58,0.661,0.547
6,0.48,0.6,0.635,0.526
6,0.48,0.62,0.631,0.522
6,0.48,0.64,0.63,0.58
6,0.48,0.66,0.693,0.516
6,0.48,0.68,0.653,0.457
6,0.48,0.7,0.615,0.539
6,0.48,0.72,0.67,0.537
6,0.48,0.74,0.659,0.449
6,0.48,0.76,0.706,0.481
6,0.48,0.78,0.659,0.549
6,0.48,0.8,0.621,0.507
6,0.48,0.82,0.651,0.54
6,0.48,0.84,0.656,0.442
6,0.48,0.86,0.682,0.569
6,0.48,0.88,0.65,0.504
6,0.48,0.9,0.636,0.551
6,0.48,0.92,0.59,0.604
6,0.48,0.94,0.662,0.43
6,0.48,0.96,0.579,0.556
6,0.48,0.98,0.679,0.554
6,0.48,1,0.649,0.464
6,0.5,0.02,0.543,0.584
6,0.5,0.04,0.653,0.588
6,0.5,0.06,0.551,0.549
6,0.5,0.08,0.667,0.58
6,0.5,0.1,0.693,0.544
6,0.5,0.12,0.614,0.537
6,0.5,0.14,0.621,0.562
6,0.5,0.16,0.564,0.571
6,0.5,0.18,0.618,0.53
6,0.5,0.2,0.666,0.56
6,0.5,0.22,0.646,0.535
6,0.5,0.24,0.671,0.486
6,0.5,0.26,0.63,0.499
6,0.5,0.28,0.634,0.546
6,0.5,0.3,0.613,0.55
6,0.5,0.32,0.627,0.58
6,0.5,0.34,0.658,0.536
6,0.5,0.36,0.64,0.433
6,0.5,0.38,0.626,0.566
6,0.5,0.4,0.675,0.501
6,0.5,0.42,0.665,0.571
6,0.5,0.44,0.56,0.551
6,0.5,0.46,0.671,0.586
6,0.5,0.48,0.623,0.54
6,0.5,0.5,0.651,0.549
6,0.5,0.52,0.637,0.515
6,0.5,0.54,0.623,0.566
6,0.5,0.56,0.608,0.454
6,0.5,0.58,0.638,0.523
6,0.5,0.6,0.685,0.482
6,0.5,0.62,0.668,0.475
6,0.5,0.64,0.689,0.362
6,0.5,0.66,0.625,0.549
6,0.5,0.68,0.644,0.518
6,0.5,0.7,0.65,0.492
6,0.5,0.72,0.643,0.513
6,0.5,0.74,0.606,0.531
6,0.5,0.76,0.649,0.531
6,0.5,0.78,0.598,0.55
6,0.5,0.8,0.678,0.45
6,0.5,0.82,0.665,0.503
6,0.5,0.84,0.711,0.404
6,0.5,0.86,0.559,0.566
6,0.5,0.88,0.643,0.45
6,0.5,0.9,0.62,0.525
6,0.5,0.92,0.649,0.558
6,0.5,0.94,0.633,0.505
6,0.5,0.96,0.649,0.517
6,0.5,0.98,0.671,0.465
6,0.5,1,0.642,0.499
6,0.52,0.02,0.637,0.488
6,0.52,0.04,0.646,0.481
6,0.52,0.06,0.632,0.516
6,0.52,0.08,0.674,0.53
6,0.52,0.1,0.618,0.597
6,0.52,0.12,0.625,0.538
6,0.52,0.14,0.621,0.535
6,0.52,0.16,0.662,0.524
6,0.52,0.18,0.681,0.437
6,0.52,0.2,0.628,0.545
6,0.52,0.22,0.686,0.456
6,0.52,0.24,0.631,0.547
6,0.52,0.26,0.665,0.545
6,0.52,0.28,0.591,0.537
6,0.52,0.3,0.643,0.553
6,0.52,0.32,0.611,0.475
6,0.52,0.34,0.65,0.605
6,0.52,0.36,0.611,0.531
6,0.52,0.38,0.634,0.553
6,0.52,0.4,0.673,0.457
6,0.52,0.42,0.699,0.49
6,0.52,0.44,0.691,0.544
6,0.52,0.46,0.626,0.579
6,0.52,0.48,0.656,0.444
6,0.52,0.5,0.671,0.521
6,0.52,0.52,0.635,0.586
6,0.52,0.54,0.6,0.575
6,0.52,0.56,0.589,0.589
6,0.52,0.58,0.582,0.552
6,0.52,0.6,0.592,0.585
6,0.52,0.62,0.573,0.551
6,0.52,0.64,0.648,0.492
6,0.52,0.66,0.639,0.577
6,0.52,0.68,0.692,0.545
6,0.52,0.7,0.656,0.536
6,0.52,0.72,0.602,0.549
6,0.52,0.74,0.648,0.475
6,0.52,0.76,0.557,0.536
6,0.52,0.78,0.597,0.519
6,0.52,0.8,0.657,0.567
6,0.52,0.82,0.622,0.477
6,0.52,0.84,0.582,0.55
6,0.52,0.86,0.57,0.53
6,0.52,0.88,0.701,0.453
6,0.52,0.9,0.644,0.459
6,0.52,0.92,0.61,0.559
6,0.52,0.94,0.663,0.511
6,0.52,0.96,0.635,0.57
6,0.52,0.98,0.676,0.487
6,0.52,1,0.677,0.555
6,0.54,0.02,0.619,0.555
6,0.54,0.04,0.649,0.499
6,0.54,0.06,0.56,0.56
6,0.54,0.08,0.667,0.422
6,0.54,0.1,0.556,0.579
6,0.54,0.12,0.616,0.538
6,0.54,0.14,0.665,0.493
6,0.54,0.16,0.627,0.487
6,0.54,0.18,0.715,0.496
6,0.54,0.2,0.617,0.512
6,0.54,0.22,0.669,0.55
6,0.54,0.24,0.669,0.522
6,0.54,0.26,0.686,0.372
6,0.54,0.28,0.662,0.591
6,0.54,0.3,0.712,0.547
6,0.54,0.32,0.612,0.499
6,0.54,0.34,0.692,0.469
6,0.54,0.36,0.691,0.425
6,0.54,0.38,0.667,0.569
6,0.54,0.4,0.596,0.484
6,0.54,0.42,0.607,0.474
6,0.54,0.44,0.569,0.529
6,0.54,0.46,0.615,0.58
6,0.54,0.48,0.64,0.551
6,0.54,0.5,0.639,0.511
6,0.54,0.52,0.508,0.538
6,0.54,0.54,0.63,0.534
6,0.54,0.56,0.626,0.495
6,0.54,0.58,0.593,0.557
6,0.54,0.6,0.649,0.568
6,0.54,0.62,0.645,0.476
6,0.54,0.64,0.707,0.514
6,0.54,0.66,0.617,0.442
6,0.54,0.68,0.647,0.476
6,0.54,0.7,0.673,0.521
6,0.54,0.72,0.559,0.515
6,0.54,0.74,0.616,0.537
6,0.54,0.76,0.623,0.548
6,0.54,0.78,0.644,0.533
6,0.54,0.8,0.613,0.513
6,0.54,0.82,0.696,0.445
6,0.54,0.84,0.557,0.55
6,0.54,0.86,0.602,0.52
6,0.54,0.88,0.621,0.523
6,0.54,0.9,0.588,0.529
6,0.54,0.92,0.632,0.493
6,0.54,0.94,0.587,0.529
6,0.54,0.96,0.611,0.467
6,0.54,0.98,0.644,0.486
6,0.54,1,0.66,0.512
6,0.56,0.02,0.635,0.539
6,0.56,0.04,0.617,0.555
6,0.56,0.06,0.64,0.565
6,0.56,0.08,0.666,0.384
6,0.56,0.1,0.598,0.553
6,0.56,0.12,0.639,0.51
6,0.56,0.14,0.58,0.465
6,0.56,0.16,0.653,0.536
6,0.56,0.18,0.61,0.555
6,0.56,0.2,0.633,0.498
6,0.56,0.22,0.677,0.512
6,0.56,0.24,0.66,0.501
6,0.56,0.26,0.674,0.577
6,0.56,0.28,0.644,0.536
6,0.56,0.3,0.592,0.437
6,0.56,0.32,0.653,0.554
6,0.56,0.34,0.655,0.441
6,0.56,0.36,0.674,0.566
6,0.56,0.38,0.527,0.511
6,0.56,0.4,0.648,0.455
6,0.56,0.42,0.687,0.487
6,0.56,0.44,0.635,0.48
6,0.56,0.46,0.614,0.558
6,0.56,0.48,0.615,0.546
6,0.56,0.5,0.576,0.477
6,0.56,0.52,0.686,0.403
6,0.56,0.54,0.66,0.517
6,0.56,0.56,0.66,0.581
6,0.56,0.58,0.554,0.578
6,0.56,0.6,0.644,0.461
6,0.56,0.62,0.605,0.441
6,0.56,0.64,0.644,0.452
6,0.56,0.66,0.646,0.54
6,0.56,0.68,0.637,0.451
6,0.56,0.7,0.618,0.54
6,0.56,0.72,0.658,0.504
6,0.56,0.74,0.636,0.554
6,0.56,0.76,0.592,0.506
6,0.56,0.78,0.617,0.479
6,0.56,0.8,0.669,0.556
6,0.56,0.82,0.64,0.534
6,0.56,0.84,0.686,0.536
6,0.56,0.86,0.677,0.491
6,0.56,0.88,0.596,0.553
6,0.56,0.9,0.645,0.465
6,0.56,0.92,0.683,0.496
6,0.56,0.94,0.626,0.611
6,0.56,0.96,0.639,0.475
6,0.56,0.98,0.663,0.585
6,0.56,1,0.571,0.53
6,0.58,0.02,0.603,0.543
6,0.58,0.04,0.639,0.444
6,0.58,0.06,0.638,0.535
6,0.58,0.08,0.584,0.481
6,0.58,0.1,0.621,0.525
6,0.58,0.12,0.637,0.447
6,0.58,0.14,0.628,0.525
6,0.58,0.16,0.615,0.489
6,0.58,0.18,0.615,0.541
6,0.58,0.2,0.622,0.502
6,0.58,0.22,0.576,0.539
6,0.58,0.24,0.633,0.471
6,0.58,0.26,0.656,0.48
6,0.58,0.28,0.653,0.436
6,0.58,0.3,0.641,0.601
6,0.58,0.32,0.583,0.568
6,0.58,0.34,0.634,0.491
6,0.58,0.36,0.676,0.557
6,0.58,0.38,0.572,0.569
6,0.58,0.4,0.574,0.484
6,0.58,0.42,0.642,0.498
6,0.58,0.44,0.535,0.554
6,0.58,0.46,0.598,0.544
6,0.58,0.48,0.639,0.573
6,0.58,0.5,0.616,0.543
6,0.58,0.52,0.669,0.38
6,0.58,0.54,0.63,0.565
6,0.58,0.56,0.68,0.515
6,0.58,0.58,0.611,0.493
6,0.58,0.6,0.681,0.546
6,0.58,0.62,0.638,0.537
6,0.58,0.64,0.641,0.519
6,0.58,0.66,0.605,0.43
6,0.58,0.68,0.478,0.582
6,0.58,0.7,0.665,0.543
6,0.58,0.72,0.606,0.459
6,0.58,0.74,0.672,0.55
6,0.58,0.76,0.677,0.564
6,0.58,0.78,0.612,0.554
6,0.58,0.8,0.684,0.512
6,0.58,0.82,0.649,0.417
6,0.58,0.84,0.648,0.464
6,0.58,0.86,0.619,0.544
6,0.58,0.88,0.635,0.528
6,0.58,0.9,0.62,0.559
6,0.58,0.92,0.646,0.501
6,0.58,0.94,0.65,0.531
6,0.58,0.96,0.581,0.556
6,0.58,0.98,0.559,0.545
6,0.58,1,0.603,0.478
6,0.6,0.02,0.556,0.513
6,0.6,0.04,0.64,0.57
6,0.6,0.06,0.666,0.482
6,0.6,0.08,0.638,0.487
6,0.6,0.1,0.611,0.415
6,0.6,0.12,0.661,0.505
6,0.6,0.14,0.588,0.524
6,0.6,0.16,0.566,0.582
6,0.6,0.18,0.589,0.51
6,0.6,0.2,0.619,0.508
6,0.6,0.22,0.644,0.51
6,0.6,0.24,0.643,0.491
6,0.6,0.26,0.67,0.572
6,0.6,0.28,0.651,0.489
6,0.6,0.3,0.61,0.539
6,0.6,0.32,0.597,0.52
6,0.6,0.34,0.552,0.548
6,0.6,0.36,0.623,0.556
6,0.6,0.38,0.698,0.443
6,0.6,0.4,0.644,0.54
6,0.6,0.42,0.628,0.51
6,0.6,0.44,0.59,0.508
6,0.6,0.46,0.585,0.537
6,0.6,0.48,0.66,0.5
6,0.6,0.5,0.661,0.463
6,0.6,0.52,0.647,0.536
6,0.6,0.54,0.654,0.556
6,0.6,0.56,0.593,0.553
6,0.6,0.58,0.669,0.553
6,0.6,0.6,0.665,0.549
6,0.6,0.62,0.639,0.501
6,0.6,0.64,0.582,0.416
6,0.6,0.66,0.696,0.364
6,0.6,0.68,0.64,0.549
6,0.6,0.7,0.652,0.504
6,0.6,0.72,0.635,0.501
6,0.6,0.74,0.574,0.565
6,0.6,0.76,0.617,0.51
6,0.6,0.78,0.617,0.571
6,0.6,0.8,0.572,0.509
6,0.6,0.82,0.662,0.541
6,0.6,0.84,0.655,0.485
6,0.6,0.86,0.65,0.55
6,0.6,0.88,0.586,0.516
6,0.6,0.9,0.64,0.493
6,0.6,0.92,0.589,0.553
6,0.6,0.94,0.639,0.564
6,0.6,0.96,0.633,0.549
6,0.6,0.98,0.569,0.526
6,0.6,1,0.588,0.559
6,0.62,0.02,0.663,0.567
6,0.62,0.04,0.65,0.537
6,0.62,0.06,0.638,0.517
6,0.62,0.08,0.599,0.51
6,0.62,0.1,0.638,0.43
6,0.62,0.12,0.683,0.486
6,0.62,0.14,0.523,0.506
6,0.62,0.16,0.553,0.54
6,0.62,0.18,0.638,0.571
6,0.62,0.2,0.607,0.472
6,0.62,0.22,0.572,0.575
6,0.62,0.24,0.617,0.543
6,0.62,0.26,0.605,0.539
6,0.62,0.28,0.604,0.486
6,0.62,0.3,0.6,0.527
6,0.62,0.32,0.631,0.504
6,0.62,0.34,0.664,0.557
6,0.62,0.36,0.663,0.443
6,0.62,0.38,0.568,0.572
6,0.62,0.4,0.637,0.527
6,0.62,0.42,0.651,0.39
6,0.62,0.44,0.579,0.544
6,0.62,0.46,0.561,0.524
6,0.62,0.48,0.674,0.493
6,0.62,0.5,0.635,0.516
6,0.62,0.52,0.622,0.497
6,0.62,0.54,0.641,0.5
6,0.62,0.56,0.67,0.482
6,0.62,0.58,0.575,0.509
6,0.62,0.6,0.671,0.472
6,0.62,0.62,0.686,0.504
6,0.62,0.64,0.614,0.589
6,0.62,0.66,0.638,0.53
6,0.62,0.68,0.666,0.472
6,0.62,0.7,0.607,0.457
6,0.62,0.72,0.603,0.513
6,0.62,0.74,0.666,0.541
6,0.62,0.76,0.559,0.467
6,0.62,0.78,0.664,0.55
6,0.62,0.8,0.574,0.562
6,0.62,0.82,0.656,0.53
6,0.62,0.84,0.609,0.527
6,0.62,0.86,0.643,0.536
6,0.62,0.88,0.61,0.521
6,0.62,0.9,0.629,0.528
6,0.62,0.92,0.632,0.522
6,0.62,0.94,0.593,0.518
6,0.62,0.96,0.58,0.527
6,0.62,0.98,0.581,0.554
6,0.62,1,0.671,0.55
6,0.64,0.02,0.551,0.563
6,0.64,0.04,0.574,0.564
6,0.64,0.06,0.557,0.468
6,0.64,0.08,0.596,0.566
6,0.64,0.1,0.657,0.528
6,0.64,0.12,0.566,0.526
6,0.64,0.14,0.616,0.519
6,0.64,0.16,0.567,0.575
6,0.64,0.18,0.611,0.553
6,0.64,0.2,0.606,0.549
6,0.64,0.22,0.596,0.453
6,0.64,0.24,0.646,0.519
6,0.64,0.26,0.629,0.557
6,0.64,0.28,0.615,0.476
6,0.64,0.3,0.631,0.443
6,0.64,0.32,0.636,0.419
6,0.64,0.34,0.606,0.484
6,0.64,0.36,0.635,0.573
6,0.64,0.38,0.645,0.497
6,0.64,0.4,0.555,0.518
6,0.64,0.42,0.603,0.53
6,0.64,0.44,0.618,0.507
6,0.64,0.46,0.584,0.502
6,0.64,0.48,0.627,0.518
6,0.64,0.5,0.632,0.533
6,0.64,0.52,0.66,0.488
6,0.64,0.54,0.505,0.552
6,0.64,0.56,0.621,0.59
6,0.64,0.58,0.556,0.539
6,0.64,0.6,0.653,0.426
6,0.64,0.62,0.655,0.518
6,0.64,0.64,0.629,0.491
6,0.64,0.66,0.601,0.548
6,0.64,0.68,0.663,0.559
6,0.64,0.7,0.617,0.567
6,0.64,0.72,0.612,0.527
6,0.64,0.74,0.669,0.481
6,0.64,0.76,0.624,0.525
6,0.64,0.78,0.544,0.492
6,0.64,0.8,0.581,0.515
6,0.64,0.82,0.675,0.528
6,0.64,0.84,0.578,0.515
6,0.64,0.86,0.542,0.496
6,0.64,0.88,0.616,0.531
6,0.64,0.9,0.64,0.542
6,0.64,0.92,0.616,0.518
6,0.64,0.94,0.507,0.546
6,0.64,0.96,0.702,0.414
6,0.64,0.98,0.59,0.519
6,0.64,1,0.611,0.538
6,0.66,0.02,0.582,0.465
6,0.66,0.04,0.628,0.492
6,0.66,0.06,0.622,0.477
6,0.66,0.08,0.643,0.511
6,0.66,0.1,0.596,0.516
6,0.66,0.12,0.657,0.53
6,0.66,0.14,0.592,0.421
6,0.66,0.16,0.581,0.53
6,0.66,0.18,0.589,0.459
6,0.66,0.2,0.684,0.512
6,0.66,0.22,0.582,0.49
6,0.66,0.24,0.644,0.503
6,0.66,0.26,0.657,0.547
6,0.66,0.28,0.675,0.402
6,0.66,0.3,0.6,0.531
6,0.66,0.32,0.619,0.546
6,0.66,0.34,0.52,0.481
6,0.66,0.36,0.552,0.525
6,0.66,0.38,0.623,0.562
6,0.66,0.4,0.656,0.512
6,0.66,0.42,0.654,0.428
6,0.66,0.44,0.633,0.496
6,0.66,0.46,0.644,0.484
6,0.66,0.48,0.579,0.498
6,0.66,0.5,0.634,0.536
6,0.66,0.52,0.6,0.556
6,0.66,0.54,0.64,0.537
6,0.66,0.56,0.639,0.535
6,0.66,0.58,0.61,0.508
6,0.66,0.6,0.634,0.484
6,0.66,0.62,0.691,0.515
6,0.66,0.64,0.658,0.408
6,0.66,0.66,0.613,0.567
6,0.66,0.68,0.62,0.445
6,0.66,0.7,0.656,0.511
6,0.66,0.72,0.634,0.526
6,0.66,0.74,0.541,0.494
6,0.66,0.76,0.661,0.461
6,0.66,0.78,0.607,0.507
6,0.66,0.8,0.568,0.501
6,0.66,0.82,0.661,0.602
6,0.66,0.84,0.645,0.522
6,0.66,0.86,0.646,0.542
6,0.66,0.88,0.625,0.431
6,0.66,0.9,0.586,0.451
6,0.66,0.92,0.65,0.531
6,0.66,0.94,0.655,0.552
6,0.66,0.96,0.628,0.565
6,0.66,0.98,0.651,0.466
6,0.66,1,0.589,0.449
6,0.68,0.02,0.636,0.537
6,0.68,0.04,0.505,0.591
6,0.68,0.06,0.624,0.388
6,0.68,0.08,0.55,0.547
6,0.68,0.1,0.642,0.515
6,0.68,0.12,0.57,0.425
6,0.68,0.14,0.546,0.526
6,0.68,0.16,0.542,0.515
6,0.68,0.18,0.62,0.541
6,0.68,0.2,0.598,0.469
6,0.68,0.22,0.591,0.484
6,0.68,0.24,0.517,0.499
6,0.68,0.26,0.589,0.495
6,0.68,0.28,0.663,0.475
6,0.68,0.3,0.637,0.479
6,0.68,0.32,0.634,0.575
6,0.68,0.34,0.628,0.503
6,0.68,0.36,0.62,0.498
6,0.68,0.38,0.577,0.509
6,0.68,0.4,0.667,0.47
6,0.68,0.42,0.594,0.558
6,0.68,0.44,0.615,0.516
6,0.68,0.46,0.608,0.568
6,0.68,0.48,0.648,0.522
6,0.68,0.5,0.573,0.506
6,0.68,0.52,0.599,0.499
6,0.68,0.54,0.593,0.42
6,0.68,0.56,0.644,0.504
6,0.68,0.58,0.669,0.507
6,0.68,0.6,0.574,0.525
6,0.68,0.62,0.62,0.551
6,0.68,0.64,0.651,0.545
6,0.68,0.66,0.669,0.457
6,0.68,0.68,0.625,0.542
6,0.68,0.7,0.644,0.472
6,0.68,0.72,0.626,0.503
6,0.68,0.74,0.623,0.495
6,0.68,0.76,0.615,0.495
6,0.68,0.78,0.669,0.55
6,0.68,0.8,0.669,0.411
6,0.68,0.82,0.629,0.531
6,0.68,0.84,0.629,0.601
6,0.68,0.86,0.669,0.513
6,0.68,0.88,0.657,0.503
6,0.68,0.9,0.604,0.517
6,0.68,0.92,0.593,0.533
6,0.68,0.94,0.609,0.528
6,0.68,0.96,0.608,0.536
6,0.68,0.98,0.644,0.468
6,0.68,1,0.554,0.563
6,0.7,0.02,0.603,0.476
6,0.7,0.04,0.605,0.472
6,0.7,0.06,0.634,0.517
6,0.7,0.08,0.619,0.474
6,0.7,0.1,0.599,0.537
6,0.7,0.12,0.615,0.512
6,0.7,0.14,0.667,0.49
6,0.7,0.16,0.621,0.497
6,0.7,0.18,0.542,0.505
6,0.7,0.2,0.626,0.536
6,0.7,0.22,0.666,0.441
6,0.7,0.24,0.56,0.466
6,0.7,0.26,0.647,0.461
6,0.7,0.28,0.54,0.514
6,0.7,0.3,0.637,0.49
6,0.7,0.32,0.594,0.536
6,0.7,0.34,0.649,0.543
6,0.7,0.36,0.608,0.371
6,0.7,0.38,0.599,0.52
6,0.7,0.4,0.566,0.489
6,0.7,0.42,0.544,0.531
6,0.7,0.44,0.648,0.545
6,0.7,0.46,0.649,0.436
6,0.7,0.48,0.594,0.463
6,0.7,0.5,0.641,0.552
6,0.7,0.52,0.625,0.448
6,0.7,0.54,0.675,0.434
6,0.7,0.56,0.618,0.461
6,0.7,0.58,0.656,0.529
6,0.7,0.6,0.616,0.492
6,0.7,0.62,0.639,0.5
6,0.7,0.64,0.589,0.453
6,0.7,0.66,0.643,0.473
6,0.7,0.68,0.636,0.497
6,0.7,0.7,0.65,0.506
6,0.7,0.72,0.632,0.425
6,0.7,0.74,0.62,0.52
6,0.7,0.76,0.586,0.516
6,0.7,0.78,0.654,0.586
6,0.7,0.8,0.569,0.423
6,0.7,0.82,0.609,0.486
6,0.7,0.84,0.63,0.492
6,0.7,0.86,0.607,0.486
6,0.7,0.88,0.648,0.477
6,0.7,0.9,0.585,0.522
6,0.7,0.92,0.619,0.486
6,0.7,0.94,0.64,0.477
6,0.7,0.96,0.608,0.521
6,0.7,0.98,0.634,0.472
6,0.7,1,0.611,0.506
6,0.72,0.02,0.605,0.414
6,0.72,0.04,0.656,0.51
6,0.72,0.06,0.61,0.534
6,0.72,0.08,0.502,0.504
6,0.72,0.1,0.596,0.549
6,0.72,0.12,0.586,0.516
6,0.72,0.14,0.615,0.496
6,0.72,0.16,0.664,0.498
6,0.72,0.18,0.677,0.487
6,0.72,0.2,0.561,0.465
6,0.72,0.22,0.652,0.508
6,0.72,0.24,0.658,0.518
6,0.72,0.26,0.65,0.425
6,0.72,0.28,0.603,0.428
6,0.72,0.3,0.659,0.445
6,0.72,0.32,0.524,0.567
6,0.72,0.34,0.537,0.539
6,0.72,0.36,0.645,0.584
6,0.72,0.38,0.559,0.574
6,0.72,0.4,0.588,0.528
6,0.72,0.42,0.596,0.461
6,0.72,0.44,0.574,0.503
6,0.72,0.46,0.618,0.54
6,0.72,0.48,0.64,0.481
6,0.72,0.5,0.556,0.514
6,0.72,0.52,0.628,0.421
6,0.72,0.54,0.632,0.472
6,0.72,0.56,0.634,0.543
6,0.72,0.58,0.633,0.471
6,0.72,0.6,0.523,0.495
6,0.72,0.62,0.588,0.528
6,0.72,0.64,0.603,0.503
6,0.72,0.66,0.624,0.427
6,0.72,0.68,0.66,0.547
6,0.72,0.7,0.619,0.499
6,0.72,0.72,0.613,0.461
6,0.72,0.74,0.664,0.499
6,0.72,0.76,0.618,0.526
6,0.72,0.78,0.661,0.473
6,0.72,0.8,0.598,0.528
6,0.72,0.82,0.649,0.433
6,0.72,0.84,0.641,0.369
6,0.72,0.86,0.589,0.521
6,0.72,0.88,0.576,0.489
6,0.72,0.9,0.655,0.408
6,0.72,0.92,0.653,0.531
6,0.72,0.94,0.571,0.492
6,0.72,0.96,0.594,0.44
6,0.72,0.98,0.556,0.49
6,0.72,1,0.628,0.418
6,0.74,0.02,0.632,0.495
6,0.74,0.04,0.64,0.517
6,0.74,0.06,0.596,0.509
6,0.74,0.08,0.614,0.461
6,0.74,0.1,0.633,0.531
6,0.74,0.12,0.563,0.469
6,0.74,0.14,0.672,0.536
6,0.74,0.16,0.491,0.538
6,0.74,0.18,0.59,0.527
6,0.74,0.2,0.581,0.528
6,0.74,0.22,0.572,0.466
6,0.74,0.24,0.573,0.457
6,0.74,0.26,0.573,0.474
6,0.74,0.28,0.591,0.522
6,0.74,0.3,0.594,0.489
6,0.74,0.32,0.626,0.467
6,0.74,0.34,0.606,0.44
6,0.74,0.36,0.574,0.465
6,0.74,0.38,0.604,0.462
6,0.74,0.4,0.51,0.493
6,0.74,0.42,0.573,0.496
6,0.74,0.44,0.647,0.421
6,0.74,0.46,0.612,0.467
6,0.74,0.48,0.619,0.563
6,0.74,0.5,0.59,0.452
6,0.74,0.52,0.591,0.472
6,0.74,0.54,0.658,0.517
6,0.74,0.56,0.617,0.547
6,0.74,0.58,0.524,0.507
6,0.74,0.6,0.597,0.494
6,0.74,0.62,0.546,0.512
6,0.74,0.64,0.602,0.505
6,0.74,0.66,0.579,0.522
6,0.74,0.68,0.662,0.389
6,0.74,0.7,0.553,0.51
6,0.74,0.72,0.631,0.425
6,0.74,0.74,0.673,0.481
6,0.74,0.76,0.591,0.5
6,0.74,0.78,0.553,0.445
6,0.74,0.8,0.583,0.465
6,0.74,0.82,0.598,0.439
6,0.74,0.84,0.589,0.519
6,0.74,0.86,0.622,0.515
6,0.74,0.88,0.597,0.462
6,0.74,0.9,0.617,0.47
6,0.74,0.92,0.593,0.534
6,0.74,0.94,0.6,0.502
6,0.74,0.96,0.609,0.57
6,0.74,0.98,0.636,0.543
6,0.74,1,0.649,0.483
6,0.76,0.02,0.581,0.526
6,0.76,0.04,0.667,0.493
6,0.76,0.06,0.645,0.475
6,0.76,0.08,0.642,0.513
6,0.76,0.1,0.634,0.502
6,0.76,0.12,0.624,0.494
6,0.76,0.14,0.542,0.554
6,0.76,0.16,0.566,0.549
6,0.76,0.18,0.566,0.544
6,0.76,0.2,0.608,0.508
6,0.76,0.22,0.509,0.546
6,0.76,0.24,0.641,0.497
6,0.76,0.26,0.513,0.588
6,0.76,0.28,0.628,0.522
6,0.76,0.3,0.604,0.471
6,0.76,0.32,0.583,0.428
6,0.76,0.34,0.587,0.504
6,0.76,0.36,0.553,0.505
6,0.76,0.38,0.505,0.506
6,0.76,0.4,0.557,0.543
6,0.76,0.42,0.54,0.543
6,0.76,0.44,0.639,0.425
6,0.76,0.46,0.52,0.539
6,0.76,0.48,0.592,0.455
6,0.76,0.5,0.563,0.533
6,0.76,0.52,0.609,0.448
6,0.76,0.54,0.588,0.516
6,0.76,0.56,0.513,0.524
6,0.76,0.58,0.585,0.51
6,0.76,0.6,0.625,0.412
6,0.76,0.62,0.496,0.56
6,0.76,0.64,0.619,0.374
6,0.76,0.66,0.543,0.482
6,0.76,0.68,0.615,0.509
6,0.76,0.7,0.586,0.556
6,0.76,0.72,0.595,0.535
6,0.76,0.74,0.571,0.522
6,0.76,0.76,0.593,0.549
6,0.76,0.78,0.626,0.45
6,0.76,0.8,0.552,0.517
6,0.76,0.82,0.603,0.45
6,0.76,0.84,0.612,0.482
6,0.76,0.86,0.589,0.501
6,0.76,0.88,0.607,0.541
6,0.76,0.9,0.628,0.436
6,0.76,0.92,0.596,0.448
6,0.76,0.94,0.568,0.477
6,0.76,0.96,0.612,0.54
6,0.76,0.98,0.607,0.497
6,0.76,1,0.602,0.495
6,0.78,0.02,0.63,0.491
6,0.78,0.04,0.581,0.549
6,0.78,0.06,0.603,0.504
6,0.78,0.08,0.64,0.519
