"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
19,0.56,0.727,0.622,0.377,0.3,0.35,0.322
19,0.58,0.767,0.587,0.394,0.284,0.373,0.303
19,0.6,0.8,0.525,0.416,0.27,0.384,0.255
19,0.62,0.764,0.601,0.381,0.292,0.383,0.309
19,0.64,0.758,0.64,0.384,0.319,0.374,0.321
19,0.66,0.757,0.709,0.392,0.348,0.365,0.361
19,0.68,0.806,0.642,0.41,0.308,0.396,0.334
19,0.7,0.779,0.693,0.4,0.343,0.379,0.35
19,0.72,0.815,0.623,0.417,0.314,0.398,0.309
19,0.74,0.774,0.62,0.398,0.308,0.376,0.312
19,0.76,0.805,0.634,0.404,0.305,0.401,0.329
19,0.78,0.761,0.652,0.392,0.332,0.369,0.32
19,0.8,0.736,0.706,0.376,0.362,0.36,0.344
19,0.82,0.769,0.672,0.385,0.33,0.384,0.342
19,0.84,0.781,0.62,0.394,0.306,0.387,0.314
19,0.86,0.768,0.703,0.383,0.335,0.385,0.368
19,0.88,0.787,0.693,0.385,0.344,0.402,0.349
19,0.9,0.827,0.665,0.418,0.328,0.409,0.337
19,0.92,0.83,0.645,0.426,0.313,0.404,0.332
19,0.94,0.832,0.637,0.431,0.33,0.401,0.307
19,0.96,0.792,0.637,0.398,0.319,0.394,0.318
19,0.98,0.745,0.74,0.384,0.358,0.361,0.382
19,1,0.769,0.678,0.397,0.339,0.372,0.339
20,0.02,0.419,0.094,0.272,0.051,0.147,0.043
20,0.04,0.537,0.26,0.308,0.118,0.229,0.142
20,0.06,0.521,0.282,0.284,0.126,0.237,0.156
20,0.08,0.578,0.354,0.324,0.177,0.254,0.177
20,0.1,0.564,0.312,0.3,0.148,0.264,0.164
20,0.12,0.576,0.426,0.309,0.2,0.267,0.226
20,0.14,0.607,0.459,0.333,0.219,0.274,0.24
20,0.16,0.677,0.406,0.361,0.199,0.316,0.207
20,0.18,0.695,0.389,0.362,0.18,0.333,0.209
20,0.2,0.624,0.513,0.326,0.254,0.298,0.259
20,0.22,0.658,0.489,0.345,0.243,0.313,0.246
20,0.24,0.691,0.47,0.373,0.239,0.318,0.231
20,0.26,0.674,0.541,0.351,0.268,0.323,0.273
20,0.28,0.683,0.521,0.358,0.266,0.325,0.255
20,0.3,0.714,0.506,0.368,0.259,0.346,0.247
20,0.32,0.682,0.519,0.349,0.254,0.333,0.265
20,0.34,0.718,0.637,0.365,0.317,0.353,0.32
20,0.36,0.712,0.542,0.37,0.267,0.342,0.275
20,0.38,0.71,0.604,0.357,0.304,0.353,0.3
20,0.4,0.713,0.53,0.368,0.268,0.345,0.262
20,0.42,0.782,0.53,0.394,0.264,0.388,0.266
20,0.44,0.704,0.639,0.351,0.327,0.353,0.312
20,0.46,0.786,0.529,0.4,0.259,0.386,0.27
20,0.48,0.78,0.63,0.393,0.306,0.387,0.324
20,0.5,0.787,0.604,0.41,0.292,0.377,0.312
20,0.52,0.742,0.593,0.38,0.286,0.362,0.307
20,0.54,0.796,0.552,0.409,0.282,0.387,0.27
20,0.56,0.727,0.622,0.377,0.3,0.35,0.322
20,0.58,0.767,0.587,0.394,0.284,0.373,0.303
20,0.6,0.8,0.525,0.416,0.27,0.384,0.255
20,0.62,0.764,0.601,0.381,0.292,0.383,0.309
20,0.64,0.758,0.64,0.384,0.319,0.374,0.321
20,0.66,0.757,0.709,0.392,0.348,0.365,0.361
20,0.68,0.806,0.642,0.41,0.308,0.396,0.334
20,0.7,0.779,0.693,0.4,0.343,0.379,0.35
20,0.72,0.815,0.623,0.417,0.314,0.398,0.309
20,0.74,0.774,0.62,0.398,0.308,0.376,0.312
20,0.76,0.805,0.634,0.404,0.305,0.401,0.329
20,0.78,0.761,0.652,0.392,0.332,0.369,0.32
20,0.8,0.736,0.706,0.376,0.362,0.36,0.344
20,0.82,0.769,0.672,0.385,0.33,0.384,0.342
20,0.84,0.781,0.62,0.394,0.306,0.387,0.314
20,0.86,0.768,0.703,0.383,0.335,0.385,0.368
20,0.88,0.787,0.693,0.385,0.344,0.402,0.349
20,0.9,0.827,0.665,0.418,0.328,0.409,0.337
20,0.92,0.83,0.645,0.426,0.313,0.404,0.332
20,0.94,0.832,0.637,0.431,0.33,0.401,0.307
20,0.96,0.792,0.637,0.398,0.319,0.394,0.318
20,0.98,0.745,0.74,0.384,0.358,0.361,0.382
20,1,0.769,0.678,0.397,0.339,0.372,0.339
