"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
19,0.56,0.746,0.653,0.381,0.324,0.365,0.329
19,0.58,0.74,0.633,0.372,0.323,0.368,0.31
19,0.6,0.77,0.632,0.396,0.313,0.374,0.319
19,0.62,0.824,0.656,0.409,0.323,0.415,0.333
19,0.64,0.694,0.712,0.366,0.359,0.328,0.353
19,0.66,0.687,0.706,0.356,0.355,0.331,0.351
19,0.68,0.799,0.615,0.41,0.315,0.389,0.3
19,0.7,0.797,0.63,0.402,0.318,0.395,0.312
19,0.72,0.813,0.663,0.398,0.326,0.415,0.337
19,0.74,0.74,0.669,0.382,0.33,0.358,0.339
19,0.76,0.8,0.586,0.423,0.301,0.377,0.285
19,0.78,0.762,0.677,0.384,0.347,0.378,0.33
19,0.8,0.789,0.671,0.39,0.339,0.399,0.332
19,0.82,0.797,0.581,0.398,0.288,0.399,0.293
19,0.84,0.757,0.67,0.381,0.346,0.376,0.324
19,0.86,0.808,0.679,0.41,0.342,0.398,0.337
19,0.88,0.787,0.605,0.392,0.295,0.395,0.31
19,0.9,0.748,0.699,0.396,0.331,0.352,0.368
19,0.92,0.785,0.641,0.394,0.311,0.391,0.33
19,0.94,0.811,0.65,0.418,0.317,0.393,0.333
19,0.96,0.808,0.606,0.404,0.296,0.404,0.31
19,0.98,0.82,0.629,0.408,0.302,0.412,0.327
19,1,0.803,0.647,0.405,0.335,0.398,0.312
20,0.02,0.389,0.083,0.241,0.033,0.148,0.05
20,0.04,0.474,0.223,0.265,0.11,0.209,0.113
20,0.06,0.521,0.256,0.301,0.121,0.22,0.135
20,0.08,0.548,0.325,0.302,0.142,0.246,0.183
20,0.1,0.615,0.437,0.328,0.217,0.287,0.22
20,0.12,0.576,0.435,0.302,0.218,0.274,0.217
20,0.14,0.536,0.426,0.294,0.216,0.242,0.21
20,0.16,0.688,0.438,0.355,0.217,0.333,0.221
20,0.18,0.653,0.37,0.342,0.174,0.311,0.196
20,0.2,0.623,0.449,0.321,0.231,0.302,0.218
20,0.22,0.655,0.551,0.337,0.269,0.318,0.282
20,0.24,0.702,0.519,0.369,0.257,0.333,0.262
20,0.26,0.647,0.514,0.341,0.261,0.306,0.253
20,0.28,0.717,0.559,0.371,0.284,0.346,0.275
20,0.3,0.702,0.52,0.363,0.248,0.339,0.272
20,0.32,0.758,0.488,0.405,0.24,0.353,0.248
20,0.34,0.701,0.555,0.356,0.275,0.345,0.28
20,0.36,0.704,0.539,0.379,0.257,0.325,0.282
20,0.38,0.78,0.511,0.412,0.247,0.368,0.264
20,0.4,0.725,0.582,0.373,0.3,0.352,0.282
20,0.42,0.76,0.607,0.394,0.303,0.366,0.304
20,0.44,0.762,0.616,0.379,0.304,0.383,0.312
20,0.46,0.717,0.551,0.357,0.268,0.36,0.283
20,0.48,0.771,0.671,0.398,0.325,0.373,0.346
20,0.5,0.764,0.634,0.384,0.319,0.38,0.315
20,0.52,0.735,0.582,0.375,0.302,0.36,0.28
20,0.54,0.758,0.632,0.381,0.325,0.377,0.307
20,0.56,0.746,0.653,0.381,0.324,0.365,0.329
20,0.58,0.74,0.633,0.372,0.323,0.368,0.31
20,0.6,0.77,0.632,0.396,0.313,0.374,0.319
20,0.62,0.824,0.656,0.409,0.323,0.415,0.333
20,0.64,0.694,0.712,0.366,0.359,0.328,0.353
20,0.66,0.687,0.706,0.356,0.355,0.331,0.351
20,0.68,0.799,0.615,0.41,0.315,0.389,0.3
20,0.7,0.797,0.63,0.402,0.318,0.395,0.312
20,0.72,0.813,0.663,0.398,0.326,0.415,0.337
20,0.74,0.74,0.669,0.382,0.33,0.358,0.339
20,0.76,0.8,0.586,0.423,0.301,0.377,0.285
20,0.78,0.762,0.677,0.384,0.347,0.378,0.33
20,0.8,0.789,0.671,0.39,0.339,0.399,0.332
20,0.82,0.797,0.581,0.398,0.288,0.399,0.293
20,0.84,0.757,0.67,0.381,0.346,0.376,0.324
20,0.86,0.808,0.679,0.41,0.342,0.398,0.337
20,0.88,0.787,0.605,0.392,0.295,0.395,0.31
20,0.9,0.748,0.699,0.396,0.331,0.352,0.368
20,0.92,0.785,0.641,0.394,0.311,0.391,0.33
20,0.94,0.811,0.65,0.418,0.317,0.393,0.333
20,0.96,0.808,0.606,0.404,0.296,0.404,0.31
20,0.98,0.82,0.629,0.408,0.302,0.412,0.327
20,1,0.803,0.647,0.405,0.335,0.398,0.312
