"Repeat","alpha","lamda1","rho_A.l.","rho_I.l."
1,0.32,0.56,0.634,0.606
1,0.32,0.58,0.69,0.509
1,0.32,0.6,0.626,0.568
1,0.32,0.62,0.608,0.498
1,0.32,0.64,0.623,0.601
1,0.32,0.66,0.632,0.485
1,0.32,0.68,0.649,0.533
1,0.32,0.7,0.701,0.522
1,0.32,0.72,0.642,0.582
1,0.32,0.74,0.585,0.616
1,0.32,0.76,0.697,0.561
1,0.32,0.78,0.678,0.595
1,0.32,0.8,0.663,0.501
1,0.32,0.82,0.635,0.609
1,0.32,0.84,0.709,0.551
1,0.32,0.86,0.666,0.606
1,0.32,0.88,0.628,0.524
1,0.32,0.9,0.632,0.534
1,0.32,0.92,0.639,0.559
1,0.32,0.94,0.648,0.587
1,0.32,0.96,0.676,0.396
1,0.32,0.98,0.616,0.448
1,0.32,1,0.681,0.454
1,0.34,0.02,0.686,0.425
1,0.34,0.04,0.618,0.562
1,0.34,0.06,0.6,0.474
1,0.34,0.08,0.633,0.578
1,0.34,0.1,0.648,0.539
1,0.34,0.12,0.723,0.54
1,0.34,0.14,0.647,0.491
1,0.34,0.16,0.685,0.466
1,0.34,0.18,0.635,0.538
1,0.34,0.2,0.65,0.539
1,0.34,0.22,0.658,0.552
1,0.34,0.24,0.68,0.559
1,0.34,0.26,0.686,0.488
1,0.34,0.28,0.701,0.534
1,0.34,0.3,0.712,0.57
1,0.34,0.32,0.68,0.563
1,0.34,0.34,0.621,0.563
1,0.34,0.36,0.723,0.569
1,0.34,0.38,0.644,0.552
1,0.34,0.4,0.665,0.47
1,0.34,0.42,0.629,0.556
1,0.34,0.44,0.593,0.517
1,0.34,0.46,0.693,0.547
1,0.34,0.48,0.641,0.583
1,0.34,0.5,0.617,0.598
1,0.34,0.52,0.702,0.472
1,0.34,0.54,0.608,0.594
1,0.34,0.56,0.694,0.567
1,0.34,0.58,0.691,0.482
1,0.34,0.6,0.649,0.454
1,0.34,0.62,0.655,0.542
1,0.34,0.64,0.616,0.523
1,0.34,0.66,0.689,0.523
1,0.34,0.68,0.653,0.539
1,0.34,0.7,0.702,0.55
1,0.34,0.72,0.634,0.563
1,0.34,0.74,0.609,0.549
1,0.34,0.76,0.664,0.549
1,0.34,0.78,0.602,0.568
1,0.34,0.8,0.673,0.466
1,0.34,0.82,0.686,0.551
1,0.34,0.84,0.632,0.601
1,0.34,0.86,0.665,0.533
1,0.34,0.88,0.548,0.628
1,0.34,0.9,0.719,0.579
1,0.34,0.92,0.588,0.566
1,0.34,0.94,0.646,0.567
1,0.34,0.96,0.68,0.531
1,0.34,0.98,0.7,0.559
1,0.34,1,0.616,0.564
1,0.36,0.02,0.651,0.589
1,0.36,0.04,0.626,0.501
1,0.36,0.06,0.658,0.545
1,0.36,0.08,0.723,0.464
1,0.36,0.1,0.618,0.538
1,0.36,0.12,0.655,0.504
1,0.36,0.14,0.674,0.472
1,0.36,0.16,0.714,0.597
1,0.36,0.18,0.642,0.614
1,0.36,0.2,0.696,0.581
1,0.36,0.22,0.699,0.51
1,0.36,0.24,0.583,0.489
1,0.36,0.26,0.63,0.572
1,0.36,0.28,0.652,0.607
1,0.36,0.3,0.652,0.526
1,0.36,0.32,0.694,0.54
1,0.36,0.34,0.66,0.461
1,0.36,0.36,0.678,0.531
1,0.36,0.38,0.631,0.562
1,0.36,0.4,0.632,0.579
1,0.36,0.42,0.587,0.591
1,0.36,0.44,0.59,0.51
1,0.36,0.46,0.667,0.528
1,0.36,0.48,0.668,0.596
1,0.36,0.5,0.683,0.532
1,0.36,0.52,0.69,0.587
1,0.36,0.54,0.652,0.516
1,0.36,0.56,0.593,0.52
1,0.36,0.58,0.624,0.533
1,0.36,0.6,0.659,0.579
1,0.36,0.62,0.602,0.603
1,0.36,0.64,0.674,0.579
1,0.36,0.66,0.551,0.621
1,0.36,0.68,0.616,0.628
1,0.36,0.7,0.665,0.525
1,0.36,0.72,0.619,0.592
1,0.36,0.74,0.641,0.557
1,0.36,0.76,0.706,0.529
1,0.36,0.78,0.635,0.58
1,0.36,0.8,0.634,0.55
1,0.36,0.82,0.697,0.434
1,0.36,0.84,0.709,0.526
1,0.36,0.86,0.618,0.513
1,0.36,0.88,0.629,0.63
1,0.36,0.9,0.637,0.582
1,0.36,0.92,0.661,0.516
1,0.36,0.94,0.668,0.492
1,0.36,0.96,0.705,0.509
1,0.36,0.98,0.585,0.577
1,0.36,1,0.694,0.575
1,0.38,0.02,0.679,0.556
1,0.38,0.04,0.581,0.595
1,0.38,0.06,0.69,0.499
1,0.38,0.08,0.641,0.602
1,0.38,0.1,0.613,0.576
1,0.38,0.12,0.57,0.51
1,0.38,0.14,0.644,0.581
1,0.38,0.16,0.677,0.513
1,0.38,0.18,0.651,0.506
1,0.38,0.2,0.625,0.537
1,0.38,0.22,0.67,0.588
1,0.38,0.24,0.687,0.481
1,0.38,0.26,0.687,0.463
1,0.38,0.28,0.674,0.511
1,0.38,0.3,0.669,0.541
1,0.38,0.32,0.667,0.589
1,0.38,0.34,0.659,0.614
1,0.38,0.36,0.637,0.564
1,0.38,0.38,0.671,0.46
1,0.38,0.4,0.676,0.522
1,0.38,0.42,0.607,0.615
1,0.38,0.44,0.649,0.602
1,0.38,0.46,0.701,0.488
1,0.38,0.48,0.627,0.536
1,0.38,0.5,0.683,0.546
1,0.38,0.52,0.679,0.507
1,0.38,0.54,0.62,0.489
1,0.38,0.56,0.62,0.526
1,0.38,0.58,0.584,0.547
1,0.38,0.6,0.639,0.577
1,0.38,0.62,0.646,0.617
1,0.38,0.64,0.613,0.558
1,0.38,0.66,0.687,0.45
1,0.38,0.68,0.585,0.562
1,0.38,0.7,0.67,0.567
1,0.38,0.72,0.591,0.519
1,0.38,0.74,0.664,0.504
1,0.38,0.76,0.652,0.506
1,0.38,0.78,0.676,0.537
1,0.38,0.8,0.646,0.51
1,0.38,0.82,0.636,0.567
1,0.38,0.84,0.721,0.56
1,0.38,0.86,0.673,0.484
1,0.38,0.88,0.627,0.568
1,0.38,0.9,0.638,0.464
1,0.38,0.92,0.643,0.504
1,0.38,0.94,0.653,0.523
1,0.38,0.96,0.641,0.56
1,0.38,0.98,0.681,0.566
1,0.38,1,0.68,0.414
1,0.4,0.02,0.69,0.429
1,0.4,0.04,0.684,0.548
1,0.4,0.06,0.702,0.502
1,0.4,0.08,0.698,0.543
1,0.4,0.1,0.617,0.589
1,0.4,0.12,0.645,0.596
1,0.4,0.14,0.641,0.571
1,0.4,0.16,0.694,0.528
1,0.4,0.18,0.715,0.555
1,0.4,0.2,0.544,0.544
1,0.4,0.22,0.698,0.53
1,0.4,0.24,0.58,0.601
1,0.4,0.26,0.572,0.568
1,0.4,0.28,0.635,0.571
1,0.4,0.3,0.7,0.43
1,0.4,0.32,0.684,0.567
1,0.4,0.34,0.658,0.434
1,0.4,0.36,0.661,0.468
1,0.4,0.38,0.69,0.547
1,0.4,0.4,0.671,0.556
1,0.4,0.42,0.662,0.503
1,0.4,0.44,0.641,0.532
1,0.4,0.46,0.701,0.578
1,0.4,0.48,0.594,0.575
1,0.4,0.5,0.643,0.498
1,0.4,0.52,0.653,0.564
1,0.4,0.54,0.658,0.456
1,0.4,0.56,0.548,0.619
1,0.4,0.58,0.648,0.493
1,0.4,0.6,0.688,0.595
1,0.4,0.62,0.675,0.544
1,0.4,0.64,0.675,0.553
1,0.4,0.66,0.673,0.522
1,0.4,0.68,0.677,0.503
1,0.4,0.7,0.629,0.48
1,0.4,0.72,0.674,0.564
1,0.4,0.74,0.681,0.573
1,0.4,0.76,0.644,0.574
1,0.4,0.78,0.642,0.495
1,0.4,0.8,0.626,0.569
1,0.4,0.82,0.702,0.528
1,0.4,0.84,0.665,0.606
1,0.4,0.86,0.653,0.508
1,0.4,0.88,0.612,0.57
1,0.4,0.9,0.627,0.56
1,0.4,0.92,0.561,0.584
1,0.4,0.94,0.646,0.522
1,0.4,0.96,0.596,0.562
1,0.4,0.98,0.686,0.526
1,0.4,1,0.627,0.556
1,0.42,0.02,0.629,0.557
1,0.42,0.04,0.6,0.568
1,0.42,0.06,0.611,0.546
1,0.42,0.08,0.66,0.562
1,0.42,0.1,0.673,0.516
1,0.42,0.12,0.638,0.515
1,0.42,0.14,0.596,0.542
1,0.42,0.16,0.692,0.59
1,0.42,0.18,0.643,0.537
1,0.42,0.2,0.591,0.533
1,0.42,0.22,0.631,0.603
1,0.42,0.24,0.702,0.569
1,0.42,0.26,0.601,0.58
1,0.42,0.28,0.634,0.532
1,0.42,0.3,0.63,0.474
1,0.42,0.32,0.591,0.632
1,0.42,0.34,0.639,0.546
1,0.42,0.36,0.716,0.518
1,0.42,0.38,0.661,0.532
1,0.42,0.4,0.616,0.536
1,0.42,0.42,0.62,0.57
1,0.42,0.44,0.643,0.582
1,0.42,0.46,0.642,0.593
1,0.42,0.48,0.589,0.602
1,0.42,0.5,0.673,0.497
1,0.42,0.52,0.663,0.528
1,0.42,0.54,0.616,0.519
1,0.42,0.56,0.618,0.577
1,0.42,0.58,0.596,0.498
1,0.42,0.6,0.646,0.51
1,0.42,0.62,0.703,0.533
1,0.42,0.64,0.598,0.543
1,0.42,0.66,0.61,0.583
1,0.42,0.68,0.623,0.571
1,0.42,0.7,0.688,0.524
1,0.42,0.72,0.715,0.583
1,0.42,0.74,0.663,0.539
1,0.42,0.76,0.69,0.421
1,0.42,0.78,0.678,0.491
1,0.42,0.8,0.672,0.557
1,0.42,0.82,0.647,0.547
1,0.42,0.84,0.618,0.527
1,0.42,0.86,0.691,0.57
1,0.42,0.88,0.593,0.531
1,0.42,0.9,0.703,0.473
1,0.42,0.92,0.54,0.603
1,0.42,0.94,0.642,0.565
1,0.42,0.96,0.622,0.532
1,0.42,0.98,0.686,0.543
1,0.42,1,0.555,0.584
1,0.44,0.02,0.662,0.537
1,0.44,0.04,0.671,0.452
1,0.44,0.06,0.638,0.559
1,0.44,0.08,0.686,0.521
1,0.44,0.1,0.54,0.567
1,0.44,0.12,0.649,0.591
1,0.44,0.14,0.65,0.513
1,0.44,0.16,0.605,0.587
1,0.44,0.18,0.645,0.507
1,0.44,0.2,0.614,0.551
1,0.44,0.22,0.621,0.509
1,0.44,0.24,0.659,0.566
1,0.44,0.26,0.6,0.608
1,0.44,0.28,0.651,0.508
1,0.44,0.3,0.687,0.5
1,0.44,0.32,0.636,0.542
1,0.44,0.34,0.694,0.526
1,0.44,0.36,0.591,0.574
1,0.44,0.38,0.632,0.547
1,0.44,0.4,0.681,0.506
1,0.44,0.42,0.587,0.518
1,0.44,0.44,0.646,0.572
1,0.44,0.46,0.664,0.473
1,0.44,0.48,0.711,0.611
1,0.44,0.5,0.642,0.596
1,0.44,0.52,0.614,0.574
1,0.44,0.54,0.671,0.549
1,0.44,0.56,0.705,0.569
1,0.44,0.58,0.666,0.526
1,0.44,0.6,0.676,0.527
1,0.44,0.62,0.626,0.55
1,0.44,0.64,0.592,0.583
1,0.44,0.66,0.534,0.576
1,0.44,0.68,0.714,0.552
1,0.44,0.7,0.595,0.564
1,0.44,0.72,0.667,0.542
1,0.44,0.74,0.632,0.522
1,0.44,0.76,0.596,0.583
1,0.44,0.78,0.62,0.562
1,0.44,0.8,0.701,0.493
1,0.44,0.82,0.659,0.51
1,0.44,0.84,0.691,0.428
1,0.44,0.86,0.551,0.536
1,0.44,0.88,0.585,0.544
1,0.44,0.9,0.702,0.525
1,0.44,0.92,0.593,0.545
1,0.44,0.94,0.638,0.538
1,0.44,0.96,0.664,0.554
1,0.44,0.98,0.615,0.481
1,0.44,1,0.641,0.512
1,0.46,0.02,0.564,0.529
1,0.46,0.04,0.616,0.546
1,0.46,0.06,0.66,0.571
1,0.46,0.08,0.69,0.467
1,0.46,0.1,0.589,0.551
1,0.46,0.12,0.651,0.516
1,0.46,0.14,0.726,0.573
1,0.46,0.16,0.634,0.57
1,0.46,0.18,0.623,0.457
1,0.46,0.2,0.708,0.561
1,0.46,0.22,0.7,0.586
1,0.46,0.24,0.615,0.588
1,0.46,0.26,0.599,0.579
1,0.46,0.28,0.655,0.549
1,0.46,0.3,0.638,0.515
1,0.46,0.32,0.555,0.527
1,0.46,0.34,0.687,0.48
1,0.46,0.36,0.641,0.528
1,0.46,0.38,0.674,0.557
1,0.46,0.4,0.68,0.479
1,0.46,0.42,0.666,0.582
1,0.46,0.44,0.624,0.567
1,0.46,0.46,0.547,0.569
1,0.46,0.48,0.701,0.542
1,0.46,0.5,0.696,0.557
1,0.46,0.52,0.639,0.562
1,0.46,0.54,0.669,0.581
1,0.46,0.56,0.599,0.545
1,0.46,0.58,0.658,0.575
1,0.46,0.6,0.653,0.543
1,0.46,0.62,0.64,0.546
1,0.46,0.64,0.665,0.52
1,0.46,0.66,0.641,0.562
1,0.46,0.68,0.583,0.527
1,0.46,0.7,0.688,0.533
1,0.46,0.72,0.626,0.532
1,0.46,0.74,0.656,0.522
1,0.46,0.76,0.598,0.562
1,0.46,0.78,0.608,0.477
1,0.46,0.8,0.624,0.548
1,0.46,0.82,0.652,0.571
1,0.46,0.84,0.55,0.58
1,0.46,0.86,0.698,0.505
1,0.46,0.88,0.638,0.535
1,0.46,0.9,0.623,0.519
1,0.46,0.92,0.652,0.541
1,0.46,0.94,0.593,0.507
1,0.46,0.96,0.681,0.578
1,0.46,0.98,0.529,0.522
1,0.46,1,0.717,0.511
1,0.48,0.02,0.579,0.583
1,0.48,0.04,0.684,0.535
1,0.48,0.06,0.69,0.52
1,0.48,0.08,0.657,0.595
1,0.48,0.1,0.672,0.474
1,0.48,0.12,0.662,0.458
1,0.48,0.14,0.613,0.527
1,0.48,0.16,0.626,0.503
1,0.48,0.18,0.621,0.587
1,0.48,0.2,0.621,0.438
1,0.48,0.22,0.656,0.593
1,0.48,0.24,0.723,0.485
1,0.48,0.26,0.64,0.544
1,0.48,0.28,0.644,0.545
1,0.48,0.3,0.668,0.482
1,0.48,0.32,0.686,0.571
1,0.48,0.34,0.665,0.511
1,0.48,0.36,0.581,0.549
1,0.48,0.38,0.683,0.577
1,0.48,0.4,0.647,0.584
1,0.48,0.42,0.599,0.586
1,0.48,0.44,0.625,0.58
1,0.48,0.46,0.687,0.545
1,0.48,0.48,0.653,0.57
1,0.48,0.5,0.599,0.485
1,0.48,0.52,0.622,0.484
1,0.48,0.54,0.65,0.572
1,0.48,0.56,0.715,0.485
1,0.48,0.58,0.685,0.5
1,0.48,0.6,0.675,0.542
1,0.48,0.62,0.631,0.517
1,0.48,0.64,0.674,0.336
1,0.48,0.66,0.654,0.492
1,0.48,0.68,0.618,0.608
1,0.48,0.7,0.702,0.52
1,0.48,0.72,0.641,0.548
1,0.48,0.74,0.621,0.526
1,0.48,0.76,0.648,0.515
1,0.48,0.78,0.653,0.494
1,0.48,0.8,0.623,0.548
1,0.48,0.82,0.566,0.536
1,0.48,0.84,0.648,0.488
1,0.48,0.86,0.626,0.571
1,0.48,0.88,0.671,0.545
1,0.48,0.9,0.647,0.587
1,0.48,0.92,0.657,0.538
1,0.48,0.94,0.628,0.515
1,0.48,0.96,0.583,0.534
1,0.48,0.98,0.656,0.568
1,0.48,1,0.647,0.499
1,0.5,0.02,0.682,0.515
1,0.5,0.04,0.71,0.576
1,0.5,0.06,0.672,0.54
1,0.5,0.08,0.666,0.523
1,0.5,0.1,0.672,0.557
1,0.5,0.12,0.645,0.492
1,0.5,0.14,0.683,0.531
1,0.5,0.16,0.621,0.536
1,0.5,0.18,0.671,0.492
1,0.5,0.2,0.657,0.533
1,0.5,0.22,0.64,0.478
1,0.5,0.24,0.62,0.59
1,0.5,0.26,0.68,0.482
1,0.5,0.28,0.652,0.451
1,0.5,0.3,0.526,0.599
1,0.5,0.32,0.68,0.474
1,0.5,0.34,0.7,0.582
1,0.5,0.36,0.624,0.507
1,0.5,0.38,0.659,0.466
1,0.5,0.4,0.627,0.503
1,0.5,0.42,0.665,0.56
1,0.5,0.44,0.672,0.35
1,0.5,0.46,0.564,0.519
1,0.5,0.48,0.629,0.534
1,0.5,0.5,0.667,0.547
1,0.5,0.52,0.584,0.498
1,0.5,0.54,0.669,0.433
1,0.5,0.56,0.638,0.497
1,0.5,0.58,0.697,0.465
1,0.5,0.6,0.591,0.577
1,0.5,0.62,0.591,0.55
1,0.5,0.64,0.619,0.493
1,0.5,0.66,0.613,0.49
1,0.5,0.68,0.632,0.416
1,0.5,0.7,0.501,0.566
1,0.5,0.72,0.593,0.532
1,0.5,0.74,0.658,0.527
1,0.5,0.76,0.551,0.565
1,0.5,0.78,0.555,0.565
1,0.5,0.8,0.683,0.495
1,0.5,0.82,0.663,0.427
1,0.5,0.84,0.649,0.488
1,0.5,0.86,0.567,0.51
1,0.5,0.88,0.661,0.58
1,0.5,0.9,0.61,0.586
1,0.5,0.92,0.696,0.582
1,0.5,0.94,0.662,0.5
1,0.5,0.96,0.626,0.569
1,0.5,0.98,0.639,0.497
1,0.5,1,0.631,0.52
1,0.52,0.02,0.677,0.476
1,0.52,0.04,0.62,0.553
1,0.52,0.06,0.608,0.523
1,0.52,0.08,0.66,0.518
1,0.52,0.1,0.669,0.521
1,0.52,0.12,0.652,0.552
1,0.52,0.14,0.617,0.479
1,0.52,0.16,0.624,0.52
1,0.52,0.18,0.662,0.459
1,0.52,0.2,0.548,0.581
1,0.52,0.22,0.635,0.489
1,0.52,0.24,0.651,0.559
1,0.52,0.26,0.659,0.548
1,0.52,0.28,0.654,0.515
1,0.52,0.3,0.644,0.548
1,0.52,0.32,0.628,0.491
1,0.52,0.34,0.65,0.599
1,0.52,0.36,0.645,0.499
1,0.52,0.38,0.711,0.509
1,0.52,0.4,0.68,0.516
1,0.52,0.42,0.56,0.541
1,0.52,0.44,0.689,0.529
1,0.52,0.46,0.607,0.524
1,0.52,0.48,0.615,0.576
1,0.52,0.5,0.646,0.543
1,0.52,0.52,0.603,0.591
1,0.52,0.54,0.628,0.545
1,0.52,0.56,0.623,0.495
1,0.52,0.58,0.684,0.447
1,0.52,0.6,0.568,0.475
1,0.52,0.62,0.615,0.492
1,0.52,0.64,0.521,0.579
1,0.52,0.66,0.604,0.493
1,0.52,0.68,0.684,0.584
1,0.52,0.7,0.671,0.55
1,0.52,0.72,0.62,0.518
1,0.52,0.74,0.621,0.582
1,0.52,0.76,0.677,0.493
1,0.52,0.78,0.665,0.468
1,0.52,0.8,0.641,0.577
1,0.52,0.82,0.638,0.588
1,0.52,0.84,0.647,0.508
1,0.52,0.86,0.698,0.521
1,0.52,0.88,0.676,0.578
1,0.52,0.9,0.621,0.591
1,0.52,0.92,0.697,0.475
1,0.52,0.94,0.59,0.547
1,0.52,0.96,0.661,0.539
1,0.52,0.98,0.591,0.558
1,0.52,1,0.594,0.548
1,0.54,0.02,0.61,0.565
1,0.54,0.04,0.657,0.607
1,0.54,0.06,0.635,0.462
1,0.54,0.08,0.663,0.547
1,0.54,0.1,0.545,0.561
1,0.54,0.12,0.632,0.567
1,0.54,0.14,0.635,0.404
1,0.54,0.16,0.676,0.472
1,0.54,0.18,0.609,0.553
1,0.54,0.2,0.652,0.535
1,0.54,0.22,0.638,0.59
1,0.54,0.24,0.571,0.498
1,0.54,0.26,0.608,0.597
1,0.54,0.28,0.686,0.471
1,0.54,0.3,0.683,0.461
1,0.54,0.32,0.675,0.549
1,0.54,0.34,0.679,0.54
1,0.54,0.36,0.628,0.436
1,0.54,0.38,0.64,0.553
1,0.54,0.4,0.645,0.563
1,0.54,0.42,0.614,0.504
1,0.54,0.44,0.614,0.501
1,0.54,0.46,0.649,0.545
1,0.54,0.48,0.662,0.548
1,0.54,0.5,0.605,0.42
1,0.54,0.52,0.633,0.529
1,0.54,0.54,0.639,0.513
1,0.54,0.56,0.631,0.539
1,0.54,0.58,0.638,0.489
1,0.54,0.6,0.666,0.46
1,0.54,0.62,0.643,0.551
1,0.54,0.64,0.684,0.46
1,0.54,0.66,0.648,0.52
1,0.54,0.68,0.633,0.5
1,0.54,0.7,0.679,0.561
1,0.54,0.72,0.556,0.535
1,0.54,0.74,0.613,0.444
1,0.54,0.76,0.657,0.553
1,0.54,0.78,0.605,0.527
1,0.54,0.8,0.638,0.586
1,0.54,0.82,0.614,0.482
1,0.54,0.84,0.626,0.531
1,0.54,0.86,0.684,0.476
1,0.54,0.88,0.622,0.594
1,0.54,0.9,0.679,0.473
1,0.54,0.92,0.678,0.535
1,0.54,0.94,0.688,0.469
1,0.54,0.96,0.696,0.559
1,0.54,0.98,0.629,0.564
1,0.54,1,0.681,0.5
1,0.56,0.02,0.575,0.526
1,0.56,0.04,0.711,0.497
1,0.56,0.06,0.684,0.452
1,0.56,0.08,0.634,0.523
1,0.56,0.1,0.633,0.545
1,0.56,0.12,0.684,0.426
1,0.56,0.14,0.622,0.517
1,0.56,0.16,0.686,0.538
1,0.56,0.18,0.63,0.531
1,0.56,0.2,0.675,0.554
1,0.56,0.22,0.588,0.514
1,0.56,0.24,0.544,0.535
1,0.56,0.26,0.622,0.534
1,0.56,0.28,0.677,0.58
1,0.56,0.3,0.629,0.578
1,0.56,0.32,0.617,0.536
1,0.56,0.34,0.605,0.508
1,0.56,0.36,0.665,0.55
1,0.56,0.38,0.633,0.476
1,0.56,0.4,0.467,0.56
1,0.56,0.42,0.644,0.576
1,0.56,0.44,0.583,0.505
1,0.56,0.46,0.624,0.469
1,0.56,0.48,0.669,0.546
1,0.56,0.5,0.62,0.516
1,0.56,0.52,0.623,0.508
1,0.56,0.54,0.583,0.492
1,0.56,0.56,0.677,0.497
1,0.56,0.58,0.645,0.57
1,0.56,0.6,0.637,0.544
1,0.56,0.62,0.658,0.43
1,0.56,0.64,0.586,0.558
1,0.56,0.66,0.681,0.468
1,0.56,0.68,0.647,0.506
1,0.56,0.7,0.662,0.516
1,0.56,0.72,0.617,0.541
1,0.56,0.74,0.67,0.542
1,0.56,0.76,0.705,0.558
1,0.56,0.78,0.671,0.436
1,0.56,0.8,0.598,0.513
1,0.56,0.82,0.635,0.512
1,0.56,0.84,0.64,0.489
1,0.56,0.86,0.634,0.535
1,0.56,0.88,0.589,0.537
1,0.56,0.9,0.581,0.53
1,0.56,0.92,0.659,0.539
1,0.56,0.94,0.603,0.515
1,0.56,0.96,0.668,0.519
1,0.56,0.98,0.649,0.574
1,0.56,1,0.683,0.459
1,0.58,0.02,0.642,0.539
1,0.58,0.04,0.648,0.568
1,0.58,0.06,0.67,0.523
1,0.58,0.08,0.533,0.583
1,0.58,0.1,0.625,0.517
1,0.58,0.12,0.677,0.534
1,0.58,0.14,0.632,0.537
1,0.58,0.16,0.631,0.558
1,0.58,0.18,0.624,0.582
1,0.58,0.2,0.594,0.596
1,0.58,0.22,0.607,0.54
1,0.58,0.24,0.572,0.523
1,0.58,0.26,0.618,0.487
1,0.58,0.28,0.636,0.517
1,0.58,0.3,0.635,0.51
1,0.58,0.32,0.645,0.501
1,0.58,0.34,0.636,0.519
1,0.58,0.36,0.628,0.526
1,0.58,0.38,0.707,0.545
1,0.58,0.4,0.602,0.576
1,0.58,0.42,0.637,0.461
1,0.58,0.44,0.583,0.493
1,0.58,0.46,0.561,0.593
1,0.58,0.48,0.647,0.522
1,0.58,0.5,0.553,0.592
1,0.58,0.52,0.63,0.511
1,0.58,0.54,0.626,0.514
1,0.58,0.56,0.566,0.557
1,0.58,0.58,0.599,0.556
1,0.58,0.6,0.641,0.531
1,0.58,0.62,0.642,0.497
1,0.58,0.64,0.554,0.571
1,0.58,0.66,0.658,0.552
1,0.58,0.68,0.607,0.529
1,0.58,0.7,0.621,0.49
1,0.58,0.72,0.628,0.485
1,0.58,0.74,0.66,0.562
1,0.58,0.76,0.605,0.545
1,0.58,0.78,0.589,0.497
1,0.58,0.8,0.623,0.485
1,0.58,0.82,0.659,0.561
1,0.58,0.84,0.553,0.581
1,0.58,0.86,0.595,0.489
1,0.58,0.88,0.702,0.53
1,0.58,0.9,0.592,0.513
1,0.58,0.92,0.558,0.492
1,0.58,0.94,0.676,0.496
1,0.58,0.96,0.631,0.545
1,0.58,0.98,0.678,0.446
1,0.58,1,0.654,0.495
1,0.6,0.02,0.572,0.518
1,0.6,0.04,0.63,0.488
1,0.6,0.06,0.636,0.493
1,0.6,0.08,0.633,0.495
1,0.6,0.1,0.562,0.518
1,0.6,0.12,0.621,0.567
1,0.6,0.14,0.644,0.433
1,0.6,0.16,0.608,0.521
1,0.6,0.18,0.639,0.517
1,0.6,0.2,0.656,0.515
1,0.6,0.22,0.676,0.56
1,0.6,0.24,0.6,0.516
1,0.6,0.26,0.681,0.481
1,0.6,0.28,0.644,0.487
1,0.6,0.3,0.615,0.536
1,0.6,0.32,0.664,0.486
1,0.6,0.34,0.636,0.558
1,0.6,0.36,0.705,0.517
1,0.6,0.38,0.619,0.469
1,0.6,0.4,0.604,0.484
1,0.6,0.42,0.641,0.427
1,0.6,0.44,0.65,0.51
1,0.6,0.46,0.617,0.585
1,0.6,0.48,0.569,0.505
1,0.6,0.5,0.606,0.539
1,0.6,0.52,0.603,0.567
1,0.6,0.54,0.62,0.515
1,0.6,0.56,0.597,0.519
1,0.6,0.58,0.589,0.562
1,0.6,0.6,0.687,0.527
1,0.6,0.62,0.606,0.562
1,0.6,0.64,0.605,0.543
1,0.6,0.66,0.559,0.519
1,0.6,0.68,0.583,0.525
1,0.6,0.7,0.622,0.48
1,0.6,0.72,0.653,0.529
1,0.6,0.74,0.545,0.566
1,0.6,0.76,0.629,0.439
1,0.6,0.78,0.592,0.459
1,0.6,0.8,0.672,0.407
1,0.6,0.82,0.614,0.53
1,0.6,0.84,0.668,0.496
1,0.6,0.86,0.647,0.527
1,0.6,0.88,0.665,0.496
1,0.6,0.9,0.684,0.477
1,0.6,0.92,0.622,0.547
1,0.6,0.94,0.611,0.472
1,0.6,0.96,0.646,0.524
1,0.6,0.98,0.594,0.54
1,0.6,1,0.564,0.515
1,0.62,0.02,0.563,0.451
1,0.62,0.04,0.513,0.496
1,0.62,0.06,0.607,0.522
1,0.62,0.08,0.594,0.523
1,0.62,0.1,0.63,0.505
1,0.62,0.12,0.63,0.534
1,0.62,0.14,0.621,0.502
1,0.62,0.16,0.628,0.572
1,0.62,0.18,0.62,0.513
1,0.62,0.2,0.633,0.462
1,0.62,0.22,0.648,0.45
1,0.62,0.24,0.625,0.537
1,0.62,0.26,0.667,0.472
1,0.62,0.28,0.648,0.547
1,0.62,0.3,0.589,0.499
1,0.62,0.32,0.656,0.489
1,0.62,0.34,0.508,0.525
1,0.62,0.36,0.576,0.527
1,0.62,0.38,0.546,0.557
1,0.62,0.4,0.659,0.563
1,0.62,0.42,0.658,0.539
1,0.62,0.44,0.59,0.48
1,0.62,0.46,0.685,0.476
1,0.62,0.48,0.634,0.536
1,0.62,0.5,0.645,0.525
1,0.62,0.52,0.564,0.6
1,0.62,0.54,0.639,0.505
1,0.62,0.56,0.654,0.543
1,0.62,0.58,0.638,0.509
1,0.62,0.6,0.575,0.536
1,0.62,0.62,0.647,0.523
1,0.62,0.64,0.681,0.484
1,0.62,0.66,0.674,0.443
1,0.62,0.68,0.558,0.544
1,0.62,0.7,0.574,0.536
1,0.62,0.72,0.646,0.52
1,0.62,0.74,0.671,0.505
1,0.62,0.76,0.603,0.52
1,0.62,0.78,0.578,0.552
1,0.62,0.8,0.664,0.461
1,0.62,0.82,0.661,0.55
1,0.62,0.84,0.624,0.483
1,0.62,0.86,0.664,0.559
1,0.62,0.88,0.688,0.557
1,0.62,0.9,0.617,0.57
1,0.62,0.92,0.626,0.466
1,0.62,0.94,0.683,0.452
1,0.62,0.96,0.635,0.515
1,0.62,0.98,0.648,0.497
1,0.62,1,0.567,0.578
1,0.64,0.02,0.643,0.514
1,0.64,0.04,0.658,0.435
1,0.64,0.06,0.636,0.462
1,0.64,0.08,0.613,0.511
