"Repeat","alpha","lamda1","rho_A.l.","rho_I.l."
6,0.66,0.98,0.581,0.453
6,0.66,1,0.675,0.567
6,0.68,0.02,0.586,0.566
6,0.68,0.04,0.569,0.493
6,0.68,0.06,0.566,0.514
6,0.68,0.08,0.618,0.488
6,0.68,0.1,0.629,0.505
6,0.68,0.12,0.622,0.52
6,0.68,0.14,0.651,0.509
6,0.68,0.16,0.542,0.476
6,0.68,0.18,0.587,0.513
6,0.68,0.2,0.55,0.509
6,0.68,0.22,0.636,0.501
6,0.68,0.24,0.602,0.542
6,0.68,0.26,0.554,0.516
6,0.68,0.28,0.643,0.44
6,0.68,0.3,0.581,0.513
6,0.68,0.32,0.623,0.506
6,0.68,0.34,0.631,0.479
6,0.68,0.36,0.613,0.496
6,0.68,0.38,0.629,0.51
6,0.68,0.4,0.626,0.514
6,0.68,0.42,0.5,0.557
6,0.68,0.44,0.646,0.373
6,0.68,0.46,0.65,0.477
6,0.68,0.48,0.534,0.488
6,0.68,0.5,0.664,0.499
6,0.68,0.52,0.635,0.577
6,0.68,0.54,0.593,0.518
6,0.68,0.56,0.652,0.422
6,0.68,0.58,0.603,0.508
6,0.68,0.6,0.563,0.523
6,0.68,0.62,0.633,0.411
6,0.68,0.64,0.567,0.521
6,0.68,0.66,0.577,0.592
6,0.68,0.68,0.576,0.535
6,0.68,0.7,0.552,0.589
6,0.68,0.72,0.647,0.476
6,0.68,0.74,0.562,0.467
6,0.68,0.76,0.541,0.513
6,0.68,0.78,0.604,0.452
6,0.68,0.8,0.545,0.562
6,0.68,0.82,0.629,0.481
6,0.68,0.84,0.627,0.446
6,0.68,0.86,0.619,0.515
6,0.68,0.88,0.584,0.582
6,0.68,0.9,0.506,0.505
6,0.68,0.92,0.635,0.483
6,0.68,0.94,0.506,0.522
6,0.68,0.96,0.681,0.45
6,0.68,0.98,0.577,0.445
6,0.68,1,0.58,0.526
6,0.7,0.02,0.652,0.534
6,0.7,0.04,0.514,0.545
6,0.7,0.06,0.655,0.409
6,0.7,0.08,0.675,0.464
6,0.7,0.1,0.627,0.384
6,0.7,0.12,0.618,0.513
6,0.7,0.14,0.642,0.477
6,0.7,0.16,0.589,0.565
6,0.7,0.18,0.598,0.447
6,0.7,0.2,0.625,0.475
6,0.7,0.22,0.616,0.456
6,0.7,0.24,0.601,0.534
6,0.7,0.26,0.621,0.417
6,0.7,0.28,0.561,0.483
6,0.7,0.3,0.621,0.567
6,0.7,0.32,0.589,0.481
6,0.7,0.34,0.65,0.429
6,0.7,0.36,0.616,0.468
6,0.7,0.38,0.63,0.521
6,0.7,0.4,0.603,0.506
6,0.7,0.42,0.667,0.54
6,0.7,0.44,0.643,0.441
6,0.7,0.46,0.528,0.516
6,0.7,0.48,0.626,0.532
6,0.7,0.5,0.603,0.515
6,0.7,0.52,0.62,0.503
6,0.7,0.54,0.593,0.533
6,0.7,0.56,0.527,0.534
6,0.7,0.58,0.656,0.531
6,0.7,0.6,0.682,0.469
6,0.7,0.62,0.62,0.459
6,0.7,0.64,0.646,0.532
6,0.7,0.66,0.606,0.48
6,0.7,0.68,0.656,0.519
6,0.7,0.7,0.649,0.48
6,0.7,0.72,0.627,0.519
6,0.7,0.74,0.667,0.532
6,0.7,0.76,0.586,0.53
6,0.7,0.78,0.638,0.432
6,0.7,0.8,0.611,0.477
6,0.7,0.82,0.606,0.488
6,0.7,0.84,0.596,0.475
6,0.7,0.86,0.582,0.516
6,0.7,0.88,0.567,0.47
6,0.7,0.9,0.624,0.47
6,0.7,0.92,0.673,0.515
6,0.7,0.94,0.557,0.53
6,0.7,0.96,0.646,0.448
6,0.7,0.98,0.611,0.464
6,0.7,1,0.619,0.459
6,0.72,0.02,0.627,0.47
6,0.72,0.04,0.562,0.537
6,0.72,0.06,0.518,0.49
6,0.72,0.08,0.65,0.515
6,0.72,0.1,0.55,0.501
6,0.72,0.12,0.658,0.486
6,0.72,0.14,0.66,0.496
6,0.72,0.16,0.6,0.529
6,0.72,0.18,0.587,0.548
6,0.72,0.2,0.621,0.552
6,0.72,0.22,0.566,0.453
6,0.72,0.24,0.591,0.55
6,0.72,0.26,0.577,0.484
6,0.72,0.28,0.644,0.565
6,0.72,0.3,0.66,0.498
6,0.72,0.32,0.625,0.414
6,0.72,0.34,0.644,0.556
6,0.72,0.36,0.636,0.431
6,0.72,0.38,0.621,0.561
6,0.72,0.4,0.553,0.539
6,0.72,0.42,0.541,0.564
6,0.72,0.44,0.621,0.499
6,0.72,0.46,0.613,0.509
6,0.72,0.48,0.58,0.503
6,0.72,0.5,0.58,0.528
6,0.72,0.52,0.667,0.504
6,0.72,0.54,0.631,0.579
6,0.72,0.56,0.628,0.549
6,0.72,0.58,0.572,0.565
6,0.72,0.6,0.641,0.421
6,0.72,0.62,0.597,0.516
6,0.72,0.64,0.662,0.451
6,0.72,0.66,0.536,0.553
6,0.72,0.68,0.618,0.512
6,0.72,0.7,0.556,0.57
6,0.72,0.72,0.58,0.488
6,0.72,0.74,0.601,0.46
6,0.72,0.76,0.616,0.454
6,0.72,0.78,0.621,0.47
6,0.72,0.8,0.648,0.38
6,0.72,0.82,0.637,0.427
6,0.72,0.84,0.548,0.548
6,0.72,0.86,0.631,0.542
6,0.72,0.88,0.64,0.416
6,0.72,0.9,0.605,0.484
6,0.72,0.92,0.667,0.566
6,0.72,0.94,0.62,0.499
6,0.72,0.96,0.69,0.493
6,0.72,0.98,0.597,0.476
6,0.72,1,0.564,0.456
6,0.74,0.02,0.633,0.431
6,0.74,0.04,0.631,0.454
6,0.74,0.06,0.619,0.414
6,0.74,0.08,0.567,0.473
6,0.74,0.1,0.626,0.458
6,0.74,0.12,0.636,0.501
6,0.74,0.14,0.641,0.504
6,0.74,0.16,0.584,0.504
6,0.74,0.18,0.627,0.521
6,0.74,0.2,0.545,0.481
6,0.74,0.22,0.576,0.55
6,0.74,0.24,0.609,0.473
6,0.74,0.26,0.551,0.505
6,0.74,0.28,0.602,0.527
6,0.74,0.3,0.638,0.555
6,0.74,0.32,0.604,0.464
6,0.74,0.34,0.588,0.441
6,0.74,0.36,0.659,0.515
6,0.74,0.38,0.58,0.529
6,0.74,0.4,0.649,0.452
6,0.74,0.42,0.583,0.533
6,0.74,0.44,0.572,0.427
6,0.74,0.46,0.615,0.43
6,0.74,0.48,0.616,0.48
6,0.74,0.5,0.614,0.567
6,0.74,0.52,0.576,0.494
6,0.74,0.54,0.57,0.46
6,0.74,0.56,0.57,0.563
6,0.74,0.58,0.61,0.518
6,0.74,0.6,0.608,0.502
6,0.74,0.62,0.611,0.576
6,0.74,0.64,0.601,0.468
6,0.74,0.66,0.619,0.46
6,0.74,0.68,0.514,0.552
6,0.74,0.7,0.616,0.459
6,0.74,0.72,0.665,0.351
6,0.74,0.74,0.584,0.548
6,0.74,0.76,0.61,0.416
6,0.74,0.78,0.608,0.453
6,0.74,0.8,0.502,0.498
6,0.74,0.82,0.634,0.552
6,0.74,0.84,0.638,0.57
6,0.74,0.86,0.566,0.565
6,0.74,0.88,0.616,0.373
6,0.74,0.9,0.53,0.506
6,0.74,0.92,0.616,0.48
6,0.74,0.94,0.587,0.535
6,0.74,0.96,0.591,0.527
6,0.74,0.98,0.596,0.558
6,0.74,1,0.623,0.449
6,0.76,0.02,0.661,0.425
6,0.76,0.04,0.645,0.434
6,0.76,0.06,0.662,0.564
6,0.76,0.08,0.598,0.518
6,0.76,0.1,0.555,0.467
6,0.76,0.12,0.669,0.438
6,0.76,0.14,0.544,0.507
6,0.76,0.16,0.592,0.537
6,0.76,0.18,0.637,0.503
6,0.76,0.2,0.609,0.555
6,0.76,0.22,0.6,0.532
6,0.76,0.24,0.631,0.352
6,0.76,0.26,0.586,0.42
6,0.76,0.28,0.612,0.525
6,0.76,0.3,0.551,0.539
6,0.76,0.32,0.587,0.454
6,0.76,0.34,0.645,0.425
6,0.76,0.36,0.62,0.48
6,0.76,0.38,0.653,0.456
6,0.76,0.4,0.571,0.472
6,0.76,0.42,0.633,0.426
6,0.76,0.44,0.62,0.493
6,0.76,0.46,0.595,0.513
6,0.76,0.48,0.66,0.488
6,0.76,0.5,0.555,0.527
6,0.76,0.52,0.607,0.467
6,0.76,0.54,0.652,0.536
6,0.76,0.56,0.662,0.482
6,0.76,0.58,0.606,0.493
6,0.76,0.6,0.582,0.516
6,0.76,0.62,0.557,0.517
6,0.76,0.64,0.525,0.474
6,0.76,0.66,0.638,0.442
6,0.76,0.68,0.645,0.525
6,0.76,0.7,0.636,0.523
6,0.76,0.72,0.686,0.427
6,0.76,0.74,0.582,0.52
6,0.76,0.76,0.572,0.522
6,0.76,0.78,0.615,0.518
6,0.76,0.8,0.642,0.477
6,0.76,0.82,0.548,0.463
6,0.76,0.84,0.579,0.499
6,0.76,0.86,0.567,0.488
6,0.76,0.88,0.621,0.485
6,0.76,0.9,0.62,0.562
6,0.76,0.92,0.653,0.454
6,0.76,0.94,0.622,0.495
6,0.76,0.96,0.566,0.565
6,0.76,0.98,0.555,0.504
6,0.76,1,0.59,0.509
6,0.78,0.02,0.642,0.386
6,0.78,0.04,0.623,0.539
6,0.78,0.06,0.59,0.549
6,0.78,0.08,0.641,0.495
6,0.78,0.1,0.623,0.475
6,0.78,0.12,0.615,0.509
6,0.78,0.14,0.638,0.427
6,0.78,0.16,0.647,0.395
6,0.78,0.18,0.583,0.505
6,0.78,0.2,0.597,0.507
6,0.78,0.22,0.538,0.451
6,0.78,0.24,0.613,0.48
6,0.78,0.26,0.516,0.489
6,0.78,0.28,0.667,0.377
6,0.78,0.3,0.647,0.521
6,0.78,0.32,0.578,0.508
6,0.78,0.34,0.626,0.394
6,0.78,0.36,0.621,0.558
6,0.78,0.38,0.576,0.547
6,0.78,0.4,0.603,0.433
6,0.78,0.42,0.651,0.418
6,0.78,0.44,0.651,0.469
6,0.78,0.46,0.607,0.547
6,0.78,0.48,0.579,0.503
6,0.78,0.5,0.563,0.433
6,0.78,0.52,0.634,0.359
6,0.78,0.54,0.663,0.439
6,0.78,0.56,0.618,0.517
6,0.78,0.58,0.609,0.477
6,0.78,0.6,0.636,0.466
6,0.78,0.62,0.591,0.422
6,0.78,0.64,0.525,0.49
6,0.78,0.66,0.587,0.418
6,0.78,0.68,0.613,0.473
6,0.78,0.7,0.61,0.511
6,0.78,0.72,0.633,0.456
6,0.78,0.74,0.606,0.455
6,0.78,0.76,0.591,0.416
6,0.78,0.78,0.637,0.486
6,0.78,0.8,0.612,0.486
6,0.78,0.82,0.543,0.475
6,0.78,0.84,0.563,0.484
6,0.78,0.86,0.577,0.529
6,0.78,0.88,0.635,0.429
6,0.78,0.9,0.556,0.462
6,0.78,0.92,0.541,0.534
6,0.78,0.94,0.578,0.518
6,0.78,0.96,0.574,0.554
6,0.78,0.98,0.658,0.529
6,0.78,1,0.609,0.505
6,0.8,0.02,0.652,0.424
6,0.8,0.04,0.582,0.407
6,0.8,0.06,0.606,0.559
6,0.8,0.08,0.556,0.493
6,0.8,0.1,0.641,0.455
6,0.8,0.12,0.667,0.525
6,0.8,0.14,0.608,0.516
6,0.8,0.16,0.611,0.419
6,0.8,0.18,0.639,0.479
6,0.8,0.2,0.565,0.536
6,0.8,0.22,0.534,0.522
6,0.8,0.24,0.653,0.555
6,0.8,0.26,0.587,0.493
6,0.8,0.28,0.577,0.394
6,0.8,0.3,0.549,0.518
6,0.8,0.32,0.61,0.431
6,0.8,0.34,0.55,0.475
6,0.8,0.36,0.57,0.53
6,0.8,0.38,0.655,0.416
6,0.8,0.4,0.647,0.481
6,0.8,0.42,0.572,0.447
6,0.8,0.44,0.605,0.485
6,0.8,0.46,0.559,0.496
6,0.8,0.48,0.588,0.438
6,0.8,0.5,0.547,0.461
6,0.8,0.52,0.591,0.468
6,0.8,0.54,0.561,0.525
6,0.8,0.56,0.572,0.49
6,0.8,0.58,0.651,0.497
6,0.8,0.6,0.62,0.411
6,0.8,0.62,0.596,0.515
6,0.8,0.64,0.603,0.375
6,0.8,0.66,0.614,0.52
6,0.8,0.68,0.568,0.487
6,0.8,0.7,0.606,0.492
6,0.8,0.72,0.537,0.449
6,0.8,0.74,0.623,0.443
6,0.8,0.76,0.601,0.434
6,0.8,0.78,0.619,0.535
6,0.8,0.8,0.608,0.467
6,0.8,0.82,0.596,0.562
6,0.8,0.84,0.586,0.485
6,0.8,0.86,0.556,0.538
6,0.8,0.88,0.642,0.515
6,0.8,0.9,0.665,0.529
6,0.8,0.92,0.632,0.455
6,0.8,0.94,0.537,0.517
6,0.8,0.96,0.615,0.494
6,0.8,0.98,0.613,0.493
6,0.8,1,0.592,0.487
6,0.82,0.02,0.639,0.439
6,0.82,0.04,0.595,0.462
6,0.82,0.06,0.646,0.471
6,0.82,0.08,0.562,0.506
6,0.82,0.1,0.602,0.504
6,0.82,0.12,0.597,0.444
6,0.82,0.14,0.624,0.476
6,0.82,0.16,0.581,0.419
6,0.82,0.18,0.603,0.552
6,0.82,0.2,0.59,0.564
6,0.82,0.22,0.615,0.473
6,0.82,0.24,0.616,0.499
6,0.82,0.26,0.547,0.525
6,0.82,0.28,0.611,0.391
6,0.82,0.3,0.615,0.548
6,0.82,0.32,0.55,0.524
6,0.82,0.34,0.586,0.508
6,0.82,0.36,0.607,0.436
6,0.82,0.38,0.601,0.534
6,0.82,0.4,0.534,0.535
6,0.82,0.42,0.632,0.469
6,0.82,0.44,0.546,0.504
6,0.82,0.46,0.609,0.515
6,0.82,0.48,0.53,0.531
6,0.82,0.5,0.592,0.478
6,0.82,0.52,0.595,0.486
6,0.82,0.54,0.57,0.536
6,0.82,0.56,0.594,0.507
6,0.82,0.58,0.639,0.455
6,0.82,0.6,0.592,0.459
6,0.82,0.62,0.634,0.401
6,0.82,0.64,0.626,0.504
6,0.82,0.66,0.591,0.51
6,0.82,0.68,0.58,0.551
6,0.82,0.7,0.602,0.471
6,0.82,0.72,0.652,0.473
6,0.82,0.74,0.606,0.568
6,0.82,0.76,0.602,0.46
6,0.82,0.78,0.529,0.484
6,0.82,0.8,0.579,0.463
6,0.82,0.82,0.599,0.494
6,0.82,0.84,0.646,0.425
6,0.82,0.86,0.587,0.49
6,0.82,0.88,0.534,0.525
6,0.82,0.9,0.599,0.435
6,0.82,0.92,0.598,0.47
6,0.82,0.94,0.605,0.502
6,0.82,0.96,0.581,0.515
6,0.82,0.98,0.57,0.457
6,0.82,1,0.55,0.507
6,0.84,0.02,0.619,0.463
6,0.84,0.04,0.616,0.362
6,0.84,0.06,0.598,0.46
6,0.84,0.08,0.628,0.429
6,0.84,0.1,0.601,0.502
6,0.84,0.12,0.621,0.483
6,0.84,0.14,0.595,0.531
6,0.84,0.16,0.553,0.47
6,0.84,0.18,0.529,0.503
6,0.84,0.2,0.562,0.52
6,0.84,0.22,0.627,0.483
6,0.84,0.24,0.62,0.505
6,0.84,0.26,0.598,0.508
6,0.84,0.28,0.56,0.401
6,0.84,0.3,0.572,0.49
6,0.84,0.32,0.61,0.44
6,0.84,0.34,0.552,0.488
6,0.84,0.36,0.6,0.467
6,0.84,0.38,0.629,0.45
6,0.84,0.4,0.608,0.513
6,0.84,0.42,0.621,0.466
6,0.84,0.44,0.609,0.514
6,0.84,0.46,0.56,0.471
6,0.84,0.48,0.581,0.526
6,0.84,0.5,0.637,0.493
6,0.84,0.52,0.532,0.442
6,0.84,0.54,0.548,0.443
6,0.84,0.56,0.592,0.394
6,0.84,0.58,0.614,0.481
6,0.84,0.6,0.638,0.426
6,0.84,0.62,0.609,0.417
6,0.84,0.64,0.624,0.52
6,0.84,0.66,0.559,0.517
6,0.84,0.68,0.559,0.458
6,0.84,0.7,0.57,0.445
6,0.84,0.72,0.605,0.51
6,0.84,0.74,0.623,0.501
6,0.84,0.76,0.569,0.422
6,0.84,0.78,0.576,0.465
6,0.84,0.8,0.612,0.459
6,0.84,0.82,0.604,0.512
6,0.84,0.84,0.648,0.466
6,0.84,0.86,0.474,0.528
6,0.84,0.88,0.615,0.452
6,0.84,0.9,0.628,0.429
6,0.84,0.92,0.627,0.427
6,0.84,0.94,0.498,0.499
6,0.84,0.96,0.602,0.461
6,0.84,0.98,0.618,0.433
6,0.84,1,0.494,0.565
6,0.86,0.02,0.652,0.464
6,0.86,0.04,0.602,0.477
6,0.86,0.06,0.627,0.439
6,0.86,0.08,0.622,0.52
6,0.86,0.1,0.591,0.496
6,0.86,0.12,0.569,0.499
6,0.86,0.14,0.612,0.426
6,0.86,0.16,0.588,0.468
6,0.86,0.18,0.571,0.542
6,0.86,0.2,0.543,0.456
6,0.86,0.22,0.635,0.444
6,0.86,0.24,0.505,0.449
6,0.86,0.26,0.609,0.426
6,0.86,0.28,0.572,0.528
6,0.86,0.3,0.545,0.517
6,0.86,0.32,0.604,0.469
6,0.86,0.34,0.592,0.483
6,0.86,0.36,0.58,0.495
6,0.86,0.38,0.626,0.517
6,0.86,0.4,0.595,0.408
6,0.86,0.42,0.629,0.429
6,0.86,0.44,0.618,0.476
6,0.86,0.46,0.575,0.401
6,0.86,0.48,0.572,0.466
6,0.86,0.5,0.631,0.416
6,0.86,0.52,0.581,0.381
6,0.86,0.54,0.589,0.515
6,0.86,0.56,0.624,0.477
6,0.86,0.58,0.667,0.507
6,0.86,0.6,0.612,0.455
6,0.86,0.62,0.52,0.492
6,0.86,0.64,0.633,0.53
6,0.86,0.66,0.614,0.399
6,0.86,0.68,0.639,0.426
6,0.86,0.7,0.607,0.518
6,0.86,0.72,0.542,0.389
6,0.86,0.74,0.594,0.517
6,0.86,0.76,0.535,0.484
6,0.86,0.78,0.592,0.545
6,0.86,0.8,0.633,0.513
6,0.86,0.82,0.598,0.463
6,0.86,0.84,0.63,0.544
6,0.86,0.86,0.559,0.491
6,0.86,0.88,0.565,0.469
6,0.86,0.9,0.602,0.461
6,0.86,0.92,0.604,0.479
6,0.86,0.94,0.571,0.492
6,0.86,0.96,0.568,0.413
6,0.86,0.98,0.645,0.469
6,0.86,1,0.619,0.404
6,0.88,0.02,0.604,0.437
6,0.88,0.04,0.62,0.569
6,0.88,0.06,0.608,0.443
6,0.88,0.08,0.539,0.466
6,0.88,0.1,0.649,0.421
6,0.88,0.12,0.605,0.471
6,0.88,0.14,0.616,0.474
6,0.88,0.16,0.558,0.49
6,0.88,0.18,0.503,0.525
6,0.88,0.2,0.588,0.459
6,0.88,0.22,0.536,0.471
6,0.88,0.24,0.608,0.479
6,0.88,0.26,0.597,0.46
6,0.88,0.28,0.621,0.531
6,0.88,0.3,0.566,0.458
6,0.88,0.32,0.525,0.52
6,0.88,0.34,0.604,0.456
6,0.88,0.36,0.574,0.491
6,0.88,0.38,0.568,0.421
6,0.88,0.4,0.588,0.489
6,0.88,0.42,0.56,0.53
6,0.88,0.44,0.515,0.534
6,0.88,0.46,0.591,0.483
6,0.88,0.48,0.563,0.497
6,0.88,0.5,0.613,0.441
6,0.88,0.52,0.604,0.5
6,0.88,0.54,0.586,0.449
6,0.88,0.56,0.615,0.447
6,0.88,0.58,0.662,0.468
6,0.88,0.6,0.58,0.368
6,0.88,0.62,0.599,0.43
6,0.88,0.64,0.593,0.533
6,0.88,0.66,0.582,0.486
6,0.88,0.68,0.546,0.473
6,0.88,0.7,0.534,0.497
6,0.88,0.72,0.606,0.36
6,0.88,0.74,0.622,0.546
6,0.88,0.76,0.532,0.483
6,0.88,0.78,0.608,0.514
6,0.88,0.8,0.608,0.514
6,0.88,0.82,0.611,0.482
6,0.88,0.84,0.613,0.478
6,0.88,0.86,0.652,0.417
6,0.88,0.88,0.613,0.495
6,0.88,0.9,0.622,0.458
6,0.88,0.92,0.501,0.486
6,0.88,0.94,0.602,0.455
6,0.88,0.96,0.593,0.456
6,0.88,0.98,0.588,0.489
6,0.88,1,0.572,0.512
6,0.9,0.02,0.551,0.473
6,0.9,0.04,0.569,0.501
6,0.9,0.06,0.573,0.389
6,0.9,0.08,0.64,0.513
6,0.9,0.1,0.582,0.447
6,0.9,0.12,0.623,0.482
6,0.9,0.14,0.596,0.482
6,0.9,0.16,0.579,0.513
6,0.9,0.18,0.625,0.455
6,0.9,0.2,0.546,0.445
6,0.9,0.22,0.615,0.415
6,0.9,0.24,0.578,0.473
6,0.9,0.26,0.619,0.467
6,0.9,0.28,0.568,0.521
6,0.9,0.3,0.421,0.548
6,0.9,0.32,0.62,0.431
6,0.9,0.34,0.583,0.34
6,0.9,0.36,0.578,0.544
6,0.9,0.38,0.554,0.512
6,0.9,0.4,0.604,0.484
6,0.9,0.42,0.557,0.393
6,0.9,0.44,0.637,0.42
6,0.9,0.46,0.584,0.484
6,0.9,0.48,0.59,0.463
6,0.9,0.5,0.595,0.409
6,0.9,0.52,0.579,0.471
6,0.9,0.54,0.596,0.485
6,0.9,0.56,0.601,0.502
6,0.9,0.58,0.632,0.478
6,0.9,0.6,0.608,0.469
6,0.9,0.62,0.588,0.498
6,0.9,0.64,0.591,0.496
6,0.9,0.66,0.612,0.416
6,0.9,0.68,0.575,0.48
6,0.9,0.7,0.565,0.412
6,0.9,0.72,0.639,0.475
6,0.9,0.74,0.566,0.461
6,0.9,0.76,0.571,0.51
6,0.9,0.78,0.597,0.465
6,0.9,0.8,0.616,0.491
6,0.9,0.82,0.57,0.468
6,0.9,0.84,0.621,0.444
6,0.9,0.86,0.591,0.516
6,0.9,0.88,0.533,0.418
6,0.9,0.9,0.569,0.501
6,0.9,0.92,0.48,0.506
6,0.9,0.94,0.636,0.496
6,0.9,0.96,0.597,0.472
6,0.9,0.98,0.593,0.497
6,0.9,1,0.592,0.387
6,0.92,0.02,0.589,0.451
6,0.92,0.04,0.596,0.46
6,0.92,0.06,0.595,0.503
6,0.92,0.08,0.618,0.441
6,0.92,0.1,0.658,0.539
6,0.92,0.12,0.562,0.457
6,0.92,0.14,0.599,0.445
6,0.92,0.16,0.532,0.482
6,0.92,0.18,0.597,0.502
6,0.92,0.2,0.603,0.427
6,0.92,0.22,0.588,0.464
6,0.92,0.24,0.531,0.512
6,0.92,0.26,0.56,0.473
6,0.92,0.28,0.634,0.516
6,0.92,0.3,0.67,0.472
6,0.92,0.32,0.576,0.431
6,0.92,0.34,0.578,0.486
6,0.92,0.36,0.571,0.531
6,0.92,0.38,0.552,0.474
6,0.92,0.4,0.579,0.473
6,0.92,0.42,0.599,0.458
6,0.92,0.44,0.592,0.488
6,0.92,0.46,0.595,0.494
6,0.92,0.48,0.58,0.524
6,0.92,0.5,0.601,0.4
6,0.92,0.52,0.539,0.512
6,0.92,0.54,0.522,0.508
6,0.92,0.56,0.554,0.456
6,0.92,0.58,0.629,0.486
6,0.92,0.6,0.595,0.525
6,0.92,0.62,0.59,0.478
6,0.92,0.64,0.639,0.412
6,0.92,0.66,0.599,0.516
6,0.92,0.68,0.521,0.524
6,0.92,0.7,0.58,0.485
6,0.92,0.72,0.614,0.388
6,0.92,0.74,0.492,0.442
6,0.92,0.76,0.612,0.478
6,0.92,0.78,0.617,0.41
6,0.92,0.8,0.561,0.46
6,0.92,0.82,0.592,0.498
6,0.92,0.84,0.587,0.456
6,0.92,0.86,0.553,0.448
6,0.92,0.88,0.564,0.417
6,0.92,0.9,0.521,0.486
6,0.92,0.92,0.519,0.515
6,0.92,0.94,0.617,0.424
6,0.92,0.96,0.586,0.449
6,0.92,0.98,0.649,0.454
6,0.92,1,0.545,0.493
6,0.94,0.02,0.592,0.447
6,0.94,0.04,0.599,0.515
6,0.94,0.06,0.562,0.448
6,0.94,0.08,0.5,0.502
6,0.94,0.1,0.499,0.506
6,0.94,0.12,0.597,0.424
6,0.94,0.14,0.559,0.459
6,0.94,0.16,0.565,0.495
6,0.94,0.18,0.572,0.439
6,0.94,0.2,0.538,0.457
6,0.94,0.22,0.549,0.511
6,0.94,0.24,0.59,0.438
6,0.94,0.26,0.593,0.499
6,0.94,0.28,0.587,0.463
6,0.94,0.3,0.523,0.523
6,0.94,0.32,0.571,0.399
6,0.94,0.34,0.62,0.408
6,0.94,0.36,0.557,0.495
6,0.94,0.38,0.592,0.511
6,0.94,0.4,0.62,0.495
6,0.94,0.42,0.6,0.486
6,0.94,0.44,0.554,0.536
6,0.94,0.46,0.592,0.462
6,0.94,0.48,0.601,0.453
6,0.94,0.5,0.57,0.452
6,0.94,0.52,0.586,0.461
6,0.94,0.54,0.608,0.47
6,0.94,0.56,0.559,0.498
6,0.94,0.58,0.576,0.495
6,0.94,0.6,0.643,0.528
6,0.94,0.62,0.592,0.47
6,0.94,0.64,0.612,0.49
6,0.94,0.66,0.623,0.431
6,0.94,0.68,0.623,0.464
6,0.94,0.7,0.532,0.506
6,0.94,0.72,0.597,0.415
6,0.94,0.74,0.576,0.457
6,0.94,0.76,0.584,0.484
6,0.94,0.78,0.612,0.399
6,0.94,0.8,0.57,0.491
6,0.94,0.82,0.629,0.364
6,0.94,0.84,0.547,0.413
6,0.94,0.86,0.604,0.496
6,0.94,0.88,0.488,0.499
6,0.94,0.9,0.621,0.373
6,0.94,0.92,0.624,0.553
6,0.94,0.94,0.591,0.397
6,0.94,0.96,0.498,0.498
6,0.94,0.98,0.513,0.458
6,0.94,1,0.528,0.435
6,0.96,0.02,0.607,0.441
6,0.96,0.04,0.606,0.494
6,0.96,0.06,0.564,0.498
6,0.96,0.08,0.62,0.455
6,0.96,0.1,0.572,0.453
6,0.96,0.12,0.519,0.53
6,0.96,0.14,0.594,0.457
6,0.96,0.16,0.52,0.508
6,0.96,0.18,0.624,0.477
6,0.96,0.2,0.577,0.385
6,0.96,0.22,0.534,0.529
6,0.96,0.24,0.546,0.494
6,0.96,0.26,0.615,0.423
6,0.96,0.28,0.62,0.487
6,0.96,0.3,0.618,0.43
6,0.96,0.32,0.561,0.415
6,0.96,0.34,0.595,0.458
6,0.96,0.36,0.539,0.46
6,0.96,0.38,0.556,0.439
6,0.96,0.4,0.46,0.493
6,0.96,0.42,0.548,0.498
6,0.96,0.44,0.579,0.371
6,0.96,0.46,0.63,0.422
6,0.96,0.48,0.533,0.457
6,0.96,0.5,0.55,0.437
6,0.96,0.52,0.634,0.523
6,0.96,0.54,0.574,0.439
6,0.96,0.56,0.55,0.426
6,0.96,0.58,0.503,0.479
6,0.96,0.6,0.565,0.476
6,0.96,0.62,0.558,0.492
6,0.96,0.64,0.559,0.491
6,0.96,0.66,0.592,0.481
6,0.96,0.68,0.596,0.485
6,0.96,0.7,0.586,0.434
6,0.96,0.72,0.625,0.431
6,0.96,0.74,0.56,0.385
6,0.96,0.76,0.577,0.425
6,0.96,0.78,0.569,0.454
6,0.96,0.8,0.579,0.446
6,0.96,0.82,0.539,0.499
6,0.96,0.84,0.541,0.48
6,0.96,0.86,0.537,0.505
6,0.96,0.88,0.529,0.49
6,0.96,0.9,0.634,0.492
6,0.96,0.92,0.602,0.508
6,0.96,0.94,0.558,0.483
6,0.96,0.96,0.591,0.445
6,0.96,0.98,0.58,0.489
6,0.96,1,0.588,0.491
6,0.98,0.02,0.559,0.499
6,0.98,0.04,0.59,0.482
6,0.98,0.06,0.588,0.491
6,0.98,0.08,0.583,0.387
6,0.98,0.1,0.512,0.499
6,0.98,0.12,0.536,0.46
6,0.98,0.14,0.551,0.488
6,0.98,0.16,0.599,0.418
6,0.98,0.18,0.584,0.42
6,0.98,0.2,0.569,0.503
6,0.98,0.22,0.604,0.415
6,0.98,0.24,0.533,0.505
6,0.98,0.26,0.583,0.396
6,0.98,0.28,0.595,0.508
6,0.98,0.3,0.549,0.476
6,0.98,0.32,0.586,0.466
6,0.98,0.34,0.618,0.464
6,0.98,0.36,0.532,0.504
6,0.98,0.38,0.557,0.461
6,0.98,0.4,0.532,0.412
6,0.98,0.42,0.568,0.472
6,0.98,0.44,0.646,0.421
6,0.98,0.46,0.544,0.51
6,0.98,0.48,0.559,0.481
6,0.98,0.5,0.602,0.468
