"Repeat","alpha","beta_U","rho_A","rho_I","rho_Ah","rho_Ih","rho_Al","rho_Il"
9,0.36,1,0.823,0.698,0.419,0.339,0.404,0.359
9,0.38,0.02,0.441,0.139,0.268,0.068,0.173,0.071
9,0.38,0.04,0.477,0.215,0.278,0.101,0.199,0.114
9,0.38,0.06,0.567,0.332,0.31,0.166,0.257,0.166
9,0.38,0.08,0.535,0.42,0.291,0.203,0.244,0.217
9,0.38,0.1,0.637,0.37,0.351,0.177,0.286,0.193
9,0.38,0.12,0.637,0.523,0.324,0.263,0.313,0.26
9,0.38,0.14,0.67,0.488,0.348,0.251,0.322,0.237
9,0.38,0.16,0.732,0.532,0.369,0.266,0.363,0.266
9,0.38,0.18,0.695,0.516,0.372,0.264,0.323,0.252
9,0.38,0.2,0.713,0.561,0.368,0.287,0.345,0.274
9,0.38,0.22,0.762,0.546,0.387,0.273,0.375,0.273
9,0.38,0.24,0.76,0.496,0.394,0.252,0.366,0.244
9,0.38,0.26,0.766,0.582,0.387,0.291,0.379,0.291
9,0.38,0.28,0.685,0.579,0.354,0.273,0.331,0.306
9,0.38,0.3,0.749,0.616,0.394,0.299,0.355,0.317
9,0.38,0.32,0.77,0.583,0.396,0.292,0.374,0.291
9,0.38,0.34,0.709,0.675,0.361,0.337,0.348,0.338
9,0.38,0.36,0.814,0.593,0.404,0.284,0.41,0.309
9,0.38,0.38,0.765,0.609,0.398,0.304,0.367,0.305
9,0.38,0.4,0.792,0.587,0.4,0.281,0.392,0.306
9,0.38,0.42,0.814,0.635,0.417,0.31,0.397,0.325
9,0.38,0.44,0.8,0.631,0.406,0.307,0.394,0.324
9,0.38,0.46,0.807,0.588,0.4,0.291,0.407,0.297
9,0.38,0.48,0.831,0.609,0.415,0.309,0.416,0.3
9,0.38,0.5,0.804,0.667,0.398,0.333,0.406,0.334
9,0.38,0.52,0.685,0.749,0.334,0.383,0.351,0.366
9,0.38,0.54,0.805,0.656,0.399,0.326,0.406,0.33
9,0.38,0.56,0.812,0.656,0.413,0.323,0.399,0.333
9,0.38,0.58,0.77,0.75,0.376,0.377,0.394,0.373
9,0.38,0.6,0.801,0.702,0.398,0.35,0.403,0.352
9,0.38,0.62,0.817,0.65,0.411,0.314,0.406,0.336
9,0.38,0.64,0.813,0.685,0.411,0.331,0.402,0.354
9,0.38,0.66,0.811,0.712,0.408,0.354,0.403,0.358
9,0.38,0.68,0.808,0.705,0.408,0.357,0.4,0.348
9,0.38,0.7,0.814,0.71,0.411,0.354,0.403,0.356
9,0.38,0.72,0.815,0.663,0.408,0.339,0.407,0.324
9,0.38,0.74,0.825,0.693,0.421,0.344,0.404,0.349
9,0.38,0.76,0.8,0.734,0.406,0.355,0.394,0.379
9,0.38,0.78,0.838,0.689,0.414,0.355,0.424,0.334
9,0.38,0.8,0.837,0.666,0.424,0.333,0.413,0.333
9,0.38,0.82,0.816,0.707,0.399,0.354,0.417,0.353
9,0.38,0.84,0.826,0.705,0.417,0.346,0.409,0.359
9,0.38,0.86,0.825,0.707,0.412,0.358,0.413,0.349
9,0.38,0.88,0.807,0.432,0.411,0.213,0.396,0.219
9,0.38,0.9,0.832,0.7,0.414,0.353,0.418,0.347
9,0.38,0.92,0.651,0.797,0.336,0.406,0.315,0.391
9,0.38,0.94,0.784,0.719,0.402,0.359,0.382,0.36
9,0.38,0.96,0.804,0.724,0.406,0.358,0.398,0.366
9,0.38,0.98,0.82,0.688,0.416,0.345,0.404,0.343
9,0.38,1,0.8,0.73,0.399,0.369,0.401,0.361
9,0.4,0.02,0.384,0.112,0.233,0.054,0.151,0.058
9,0.4,0.04,0.519,0.218,0.289,0.093,0.23,0.125
9,0.4,0.06,0.497,0.305,0.281,0.137,0.216,0.168
9,0.4,0.08,0.567,0.371,0.331,0.18,0.236,0.191
9,0.4,0.1,0.647,0.439,0.357,0.227,0.29,0.212
9,0.4,0.12,0.687,0.474,0.351,0.226,0.336,0.248
9,0.4,0.14,0.643,0.521,0.34,0.254,0.303,0.267
9,0.4,0.16,0.612,0.5,0.314,0.249,0.298,0.251
9,0.4,0.18,0.706,0.545,0.374,0.276,0.332,0.269
9,0.4,0.2,0.677,0.604,0.358,0.307,0.319,0.297
9,0.4,0.22,0.736,0.513,0.364,0.264,0.372,0.249
9,0.4,0.24,0.777,0.438,0.402,0.215,0.375,0.223
9,0.4,0.26,0.757,0.544,0.382,0.26,0.375,0.284
9,0.4,0.28,0.73,0.595,0.383,0.294,0.347,0.301
9,0.4,0.3,0.732,0.625,0.381,0.312,0.351,0.313
9,0.4,0.32,0.782,0.585,0.396,0.297,0.386,0.288
9,0.4,0.34,0.78,0.601,0.386,0.293,0.394,0.308
9,0.4,0.36,0.826,0.496,0.424,0.248,0.402,0.248
9,0.4,0.38,0.772,0.624,0.389,0.308,0.383,0.316
9,0.4,0.4,0.816,0.612,0.41,0.3,0.406,0.312
9,0.4,0.42,0.769,0.626,0.383,0.327,0.386,0.299
9,0.4,0.44,0.763,0.684,0.389,0.335,0.374,0.349
9,0.4,0.46,0.835,0.651,0.426,0.331,0.409,0.32
9,0.4,0.48,0.781,0.719,0.389,0.366,0.392,0.353
9,0.4,0.5,0.787,0.709,0.413,0.349,0.374,0.36
9,0.4,0.52,0.735,0.719,0.376,0.364,0.359,0.355
9,0.4,0.54,0.763,0.704,0.387,0.353,0.376,0.351
9,0.4,0.56,0.817,0.707,0.408,0.351,0.409,0.356
9,0.4,0.58,0.825,0.686,0.419,0.346,0.406,0.34
9,0.4,0.6,0.789,0.72,0.401,0.372,0.388,0.348
9,0.4,0.62,0.73,0.757,0.373,0.38,0.357,0.377
9,0.4,0.64,0.806,0.683,0.404,0.341,0.402,0.342
9,0.4,0.66,0.831,0.642,0.42,0.319,0.411,0.323
9,0.4,0.68,0.761,0.685,0.382,0.342,0.379,0.343
9,0.4,0.7,0.822,0.7,0.416,0.33,0.406,0.37
9,0.4,0.72,0.801,0.702,0.395,0.366,0.406,0.336
9,0.4,0.74,0.83,0.656,0.415,0.324,0.415,0.332
9,0.4,0.76,0.822,0.68,0.404,0.352,0.418,0.328
9,0.4,0.78,0.795,0.717,0.396,0.347,0.399,0.37
9,0.4,0.8,0.819,0.664,0.411,0.334,0.408,0.33
9,0.4,0.82,0.864,0.663,0.432,0.328,0.432,0.335
9,0.4,0.84,0.763,0.723,0.387,0.367,0.376,0.356
9,0.4,0.86,0.809,0.733,0.409,0.377,0.4,0.356
9,0.4,0.88,0.84,0.691,0.426,0.343,0.414,0.348
9,0.4,0.9,0.79,0.722,0.389,0.358,0.401,0.364
9,0.4,0.92,0.8,0.713,0.4,0.357,0.4,0.356
9,0.4,0.94,0.814,0.693,0.408,0.342,0.406,0.351
9,0.4,0.96,0.83,0.583,0.416,0.294,0.414,0.289
9,0.4,0.98,0.828,0.702,0.415,0.367,0.413,0.335
9,0.4,1,0.834,0.718,0.431,0.356,0.403,0.362
9,0.42,0.02,0.397,0.114,0.253,0.058,0.144,0.056
9,0.42,0.04,0.521,0.231,0.285,0.11,0.236,0.121
9,0.42,0.06,0.536,0.352,0.293,0.171,0.243,0.181
9,0.42,0.08,0.588,0.418,0.318,0.203,0.27,0.215
9,0.42,0.1,0.648,0.329,0.338,0.162,0.31,0.167
9,0.42,0.12,0.65,0.376,0.346,0.185,0.304,0.191
9,0.42,0.14,0.655,0.411,0.358,0.205,0.297,0.206
9,0.42,0.16,0.676,0.448,0.379,0.218,0.297,0.23
9,0.42,0.18,0.665,0.473,0.342,0.244,0.323,0.229
9,0.42,0.2,0.716,0.596,0.368,0.302,0.348,0.294
9,0.42,0.22,0.744,0.55,0.385,0.288,0.359,0.262
9,0.42,0.24,0.748,0.534,0.387,0.256,0.361,0.278
9,0.42,0.26,0.721,0.604,0.363,0.294,0.358,0.31
9,0.42,0.28,0.774,0.545,0.388,0.27,0.386,0.275
9,0.42,0.3,0.759,0.526,0.375,0.26,0.384,0.266
9,0.42,0.32,0.724,0.631,0.379,0.3,0.345,0.331
9,0.42,0.34,0.735,0.643,0.363,0.304,0.372,0.339
9,0.42,0.36,0.721,0.677,0.377,0.34,0.344,0.337
9,0.42,0.38,0.784,0.654,0.391,0.324,0.393,0.33
9,0.42,0.4,0.808,0.56,0.409,0.276,0.399,0.284
9,0.42,0.42,0.81,0.607,0.404,0.299,0.406,0.308
9,0.42,0.44,0.716,0.675,0.362,0.333,0.354,0.342
9,0.42,0.46,0.811,0.624,0.406,0.306,0.405,0.318
9,0.42,0.48,0.76,0.63,0.378,0.335,0.382,0.295
9,0.42,0.5,0.82,0.662,0.413,0.323,0.407,0.339
9,0.42,0.52,0.806,0.676,0.4,0.332,0.406,0.344
9,0.42,0.54,0.746,0.739,0.378,0.38,0.368,0.359
9,0.42,0.56,0.821,0.603,0.396,0.294,0.425,0.309
9,0.42,0.58,0.784,0.696,0.39,0.357,0.394,0.339
9,0.42,0.6,0.827,0.621,0.41,0.317,0.417,0.304
9,0.42,0.62,0.813,0.682,0.394,0.347,0.419,0.335
9,0.42,0.64,0.819,0.632,0.411,0.302,0.408,0.33
9,0.42,0.66,0.809,0.672,0.399,0.335,0.41,0.337
9,0.42,0.68,0.831,0.69,0.414,0.346,0.417,0.344
9,0.42,0.7,0.836,0.711,0.418,0.348,0.418,0.363
9,0.42,0.72,0.845,0.633,0.419,0.317,0.426,0.316
9,0.42,0.74,0.803,0.715,0.423,0.353,0.38,0.362
9,0.42,0.76,0.728,0.766,0.38,0.379,0.348,0.387
9,0.42,0.78,0.816,0.725,0.405,0.365,0.411,0.36
9,0.42,0.8,0.815,0.696,0.415,0.345,0.4,0.351
9,0.42,0.82,0.8,0.713,0.41,0.352,0.39,0.361
9,0.42,0.84,0.782,0.744,0.388,0.373,0.394,0.371
9,0.42,0.86,0.811,0.697,0.406,0.366,0.405,0.331
9,0.42,0.88,0.794,0.719,0.407,0.365,0.387,0.354
9,0.42,0.9,0.825,0.708,0.412,0.357,0.413,0.351
9,0.42,0.92,0.829,0.689,0.421,0.341,0.408,0.348
9,0.42,0.94,0.838,0.67,0.41,0.332,0.428,0.338
9,0.42,0.96,0.817,0.684,0.416,0.35,0.401,0.334
9,0.42,0.98,0.833,0.684,0.417,0.354,0.416,0.33
9,0.42,1,0.804,0.708,0.412,0.339,0.392,0.369
9,0.44,0.02,0.373,0.128,0.246,0.059,0.127,0.069
9,0.44,0.04,0.526,0.234,0.315,0.112,0.211,0.122
9,0.44,0.06,0.543,0.298,0.295,0.141,0.248,0.157
9,0.44,0.08,0.571,0.287,0.304,0.141,0.267,0.146
9,0.44,0.1,0.653,0.4,0.346,0.202,0.307,0.198
9,0.44,0.12,0.649,0.407,0.324,0.204,0.325,0.203
9,0.44,0.14,0.686,0.415,0.358,0.208,0.328,0.207
9,0.44,0.16,0.669,0.542,0.346,0.271,0.323,0.271
9,0.44,0.18,0.711,0.551,0.376,0.274,0.335,0.277
9,0.44,0.2,0.666,0.546,0.354,0.273,0.312,0.273
9,0.44,0.22,0.647,0.51,0.344,0.244,0.303,0.266
9,0.44,0.24,0.709,0.607,0.361,0.301,0.348,0.306
9,0.44,0.26,0.732,0.611,0.375,0.304,0.357,0.307
9,0.44,0.28,0.764,0.488,0.399,0.249,0.365,0.239
9,0.44,0.3,0.725,0.679,0.373,0.336,0.352,0.343
9,0.44,0.32,0.744,0.641,0.369,0.328,0.375,0.313
9,0.44,0.34,0.751,0.551,0.391,0.272,0.36,0.279
9,0.44,0.36,0.696,0.651,0.361,0.303,0.335,0.348
9,0.44,0.38,0.775,0.675,0.395,0.334,0.38,0.341
9,0.44,0.4,0.755,0.62,0.379,0.303,0.376,0.317
9,0.44,0.42,0.795,0.659,0.396,0.331,0.399,0.328
9,0.44,0.44,0.729,0.691,0.369,0.329,0.36,0.362
9,0.44,0.46,0.777,0.652,0.382,0.331,0.395,0.321
9,0.44,0.48,0.816,0.709,0.411,0.355,0.405,0.354
9,0.44,0.5,0.787,0.686,0.399,0.339,0.388,0.347
9,0.44,0.52,0.784,0.692,0.392,0.34,0.392,0.352
9,0.44,0.54,0.787,0.581,0.405,0.292,0.382,0.289
9,0.44,0.56,0.827,0.628,0.423,0.325,0.404,0.303
9,0.44,0.58,0.831,0.709,0.414,0.352,0.417,0.357
9,0.44,0.6,0.712,0.773,0.367,0.39,0.345,0.383
9,0.44,0.62,0.793,0.673,0.399,0.343,0.394,0.33
9,0.44,0.64,0.81,0.609,0.407,0.305,0.403,0.304
9,0.44,0.66,0.808,0.61,0.392,0.294,0.416,0.316
9,0.44,0.68,0.784,0.728,0.398,0.355,0.386,0.373
9,0.44,0.7,0.797,0.715,0.401,0.364,0.396,0.351
9,0.44,0.72,0.806,0.671,0.401,0.331,0.405,0.34
9,0.44,0.74,0.848,0.566,0.42,0.27,0.428,0.296
9,0.44,0.76,0.771,0.708,0.401,0.367,0.37,0.341
9,0.44,0.78,0.837,0.69,0.416,0.336,0.421,0.354
9,0.44,0.8,0.837,0.685,0.42,0.349,0.417,0.336
9,0.44,0.82,0.814,0.708,0.411,0.346,0.403,0.362
9,0.44,0.84,0.822,0.662,0.415,0.323,0.407,0.339
9,0.44,0.86,0.815,0.71,0.413,0.353,0.402,0.357
9,0.44,0.88,0.832,0.692,0.408,0.344,0.424,0.348
9,0.44,0.9,0.795,0.724,0.395,0.369,0.4,0.355
9,0.44,0.92,0.809,0.728,0.402,0.373,0.407,0.355
9,0.44,0.94,0.817,0.735,0.421,0.367,0.396,0.368
9,0.44,0.96,0.813,0.711,0.41,0.364,0.403,0.347
9,0.44,0.98,0.831,0.693,0.409,0.345,0.422,0.348
9,0.44,1,0.668,0.816,0.345,0.412,0.323,0.404
9,0.46,0.02,0.38,0.087,0.23,0.042,0.15,0.045
9,0.46,0.04,0.49,0.206,0.259,0.09,0.231,0.116
9,0.46,0.06,0.607,0.281,0.328,0.124,0.279,0.157
9,0.46,0.08,0.567,0.387,0.297,0.173,0.27,0.214
9,0.46,0.1,0.598,0.423,0.32,0.199,0.278,0.224
9,0.46,0.12,0.59,0.477,0.327,0.233,0.263,0.244
9,0.46,0.14,0.672,0.499,0.349,0.242,0.323,0.257
9,0.46,0.16,0.666,0.536,0.352,0.265,0.314,0.271
9,0.46,0.18,0.649,0.493,0.314,0.238,0.335,0.255
9,0.46,0.2,0.722,0.443,0.374,0.22,0.348,0.223
9,0.46,0.22,0.67,0.629,0.351,0.297,0.319,0.332
9,0.46,0.24,0.747,0.518,0.379,0.267,0.368,0.251
9,0.46,0.26,0.772,0.551,0.397,0.26,0.375,0.291
9,0.46,0.28,0.765,0.599,0.393,0.295,0.372,0.304
9,0.46,0.3,0.776,0.518,0.388,0.251,0.388,0.267
9,0.46,0.32,0.779,0.658,0.397,0.322,0.382,0.336
9,0.46,0.34,0.764,0.578,0.394,0.292,0.37,0.286
9,0.46,0.36,0.753,0.665,0.374,0.338,0.379,0.327
9,0.46,0.38,0.737,0.642,0.368,0.321,0.369,0.321
9,0.46,0.4,0.808,0.56,0.403,0.275,0.405,0.285
9,0.46,0.42,0.779,0.648,0.396,0.325,0.383,0.323
9,0.46,0.44,0.733,0.684,0.367,0.341,0.366,0.343
9,0.46,0.46,0.794,0.628,0.403,0.314,0.391,0.314
9,0.46,0.48,0.755,0.716,0.369,0.369,0.386,0.347
9,0.46,0.5,0.801,0.579,0.396,0.286,0.405,0.293
9,0.46,0.52,0.765,0.51,0.39,0.258,0.375,0.252
9,0.46,0.54,0.813,0.692,0.418,0.35,0.395,0.342
9,0.46,0.56,0.848,0.684,0.431,0.335,0.417,0.349
9,0.46,0.58,0.805,0.643,0.405,0.311,0.4,0.332
9,0.46,0.6,0.8,0.695,0.408,0.345,0.392,0.35
9,0.46,0.62,0.823,0.63,0.408,0.31,0.415,0.32
9,0.46,0.64,0.827,0.708,0.409,0.352,0.418,0.356
9,0.46,0.66,0.77,0.724,0.38,0.36,0.39,0.364
9,0.46,0.68,0.716,0.749,0.357,0.369,0.359,0.38
9,0.46,0.7,0.838,0.705,0.42,0.35,0.418,0.355
9,0.46,0.72,0.81,0.698,0.399,0.344,0.411,0.354
9,0.46,0.74,0.818,0.681,0.406,0.353,0.412,0.328
9,0.46,0.76,0.818,0.637,0.403,0.335,0.415,0.302
9,0.46,0.78,0.773,0.744,0.387,0.371,0.386,0.373
9,0.46,0.8,0.829,0.648,0.422,0.317,0.407,0.331
9,0.46,0.82,0.833,0.698,0.41,0.359,0.423,0.339
9,0.46,0.84,0.85,0.65,0.43,0.327,0.42,0.323
9,0.46,0.86,0.824,0.706,0.413,0.34,0.411,0.366
9,0.46,0.88,0.795,0.725,0.397,0.355,0.398,0.37
9,0.46,0.9,0.847,0.708,0.414,0.365,0.433,0.343
9,0.46,0.92,0.808,0.706,0.408,0.346,0.4,0.36
9,0.46,0.94,0.842,0.694,0.42,0.345,0.422,0.349
9,0.46,0.96,0.828,0.72,0.413,0.365,0.415,0.355
9,0.46,0.98,0.818,0.707,0.414,0.353,0.404,0.354
9,0.46,1,0.802,0.721,0.396,0.358,0.406,0.363
9,0.48,0.02,0.426,0.107,0.277,0.06,0.149,0.047
9,0.48,0.04,0.539,0.239,0.319,0.109,0.22,0.13
9,0.48,0.06,0.551,0.291,0.31,0.157,0.241,0.134
9,0.48,0.08,0.584,0.411,0.333,0.216,0.251,0.195
9,0.48,0.1,0.593,0.408,0.306,0.204,0.287,0.204
9,0.48,0.12,0.613,0.402,0.343,0.191,0.27,0.211
9,0.48,0.14,0.596,0.475,0.327,0.242,0.269,0.233
9,0.48,0.16,0.64,0.535,0.337,0.274,0.303,0.261
9,0.48,0.18,0.689,0.484,0.361,0.25,0.328,0.234
9,0.48,0.2,0.596,0.577,0.312,0.296,0.284,0.281
9,0.48,0.22,0.685,0.497,0.361,0.272,0.324,0.225
9,0.48,0.24,0.745,0.464,0.392,0.237,0.353,0.227
9,0.48,0.26,0.705,0.569,0.364,0.29,0.341,0.279
9,0.48,0.28,0.711,0.603,0.376,0.298,0.335,0.305
9,0.48,0.3,0.785,0.621,0.401,0.313,0.384,0.308
9,0.48,0.32,0.752,0.613,0.391,0.307,0.361,0.306
9,0.48,0.34,0.709,0.611,0.363,0.304,0.346,0.307
9,0.48,0.36,0.712,0.564,0.369,0.285,0.343,0.279
9,0.48,0.38,0.738,0.653,0.378,0.327,0.36,0.326
9,0.48,0.4,0.803,0.499,0.406,0.245,0.397,0.254
9,0.48,0.42,0.792,0.624,0.413,0.306,0.379,0.318
9,0.48,0.44,0.804,0.671,0.408,0.334,0.396,0.337
9,0.48,0.46,0.763,0.651,0.391,0.319,0.372,0.332
9,0.48,0.48,0.824,0.712,0.407,0.357,0.417,0.355
9,0.48,0.5,0.813,0.663,0.406,0.338,0.407,0.325
9,0.48,0.52,0.801,0.689,0.401,0.353,0.4,0.336
9,0.48,0.54,0.786,0.637,0.395,0.305,0.391,0.332
9,0.48,0.56,0.828,0.643,0.412,0.319,0.416,0.324
9,0.48,0.58,0.839,0.646,0.42,0.309,0.419,0.337
9,0.48,0.6,0.788,0.744,0.404,0.372,0.384,0.372
9,0.48,0.62,0.781,0.656,0.403,0.321,0.378,0.335
9,0.48,0.64,0.805,0.682,0.407,0.342,0.398,0.34
9,0.48,0.66,0.792,0.678,0.39,0.336,0.402,0.342
9,0.48,0.68,0.826,0.677,0.417,0.333,0.409,0.344
9,0.48,0.7,0.796,0.678,0.407,0.331,0.389,0.347
9,0.48,0.72,0.823,0.661,0.412,0.328,0.411,0.333
9,0.48,0.74,0.78,0.704,0.407,0.342,0.373,0.362
9,0.48,0.76,0.844,0.67,0.423,0.337,0.421,0.333
9,0.48,0.78,0.815,0.705,0.411,0.36,0.404,0.345
9,0.48,0.8,0.783,0.692,0.394,0.345,0.389,0.347
9,0.48,0.82,0.846,0.695,0.423,0.344,0.423,0.351
9,0.48,0.84,0.82,0.674,0.406,0.344,0.414,0.33
9,0.48,0.86,0.839,0.679,0.416,0.334,0.423,0.345
9,0.48,0.88,0.838,0.692,0.415,0.353,0.423,0.339
9,0.48,0.9,0.816,0.666,0.417,0.336,0.399,0.33
9,0.48,0.92,0.828,0.713,0.416,0.372,0.412,0.341
9,0.48,0.94,0.813,0.699,0.415,0.351,0.398,0.348
9,0.48,0.96,0.828,0.719,0.408,0.36,0.42,0.359
9,0.48,0.98,0.842,0.732,0.42,0.369,0.422,0.363
9,0.48,1,0.819,0.73,0.414,0.378,0.405,0.352
9,0.5,0.02,0.405,0.123,0.251,0.058,0.154,0.065
9,0.5,0.04,0.489,0.212,0.277,0.097,0.212,0.115
9,0.5,0.06,0.49,0.255,0.281,0.123,0.209,0.132
9,0.5,0.08,0.6,0.303,0.324,0.145,0.276,0.158
9,0.5,0.1,0.649,0.438,0.338,0.214,0.311,0.224
9,0.5,0.12,0.666,0.447,0.351,0.215,0.315,0.232
9,0.5,0.14,0.637,0.447,0.329,0.222,0.308,0.225
9,0.5,0.16,0.673,0.447,0.351,0.215,0.322,0.232
9,0.5,0.18,0.695,0.416,0.367,0.195,0.328,0.221
9,0.5,0.2,0.701,0.502,0.365,0.234,0.336,0.268
9,0.5,0.22,0.699,0.523,0.359,0.257,0.34,0.266
9,0.5,0.24,0.695,0.542,0.349,0.258,0.346,0.284
9,0.5,0.26,0.763,0.618,0.388,0.3,0.375,0.318
9,0.5,0.28,0.781,0.578,0.391,0.296,0.39,0.282
9,0.5,0.3,0.726,0.592,0.36,0.299,0.366,0.293
9,0.5,0.32,0.755,0.566,0.391,0.279,0.364,0.287
9,0.5,0.34,0.776,0.55,0.399,0.28,0.377,0.27
9,0.5,0.36,0.795,0.593,0.405,0.293,0.39,0.3
9,0.5,0.38,0.792,0.475,0.402,0.231,0.39,0.244
9,0.5,0.4,0.763,0.624,0.385,0.297,0.378,0.327
9,0.5,0.42,0.769,0.683,0.387,0.339,0.382,0.344
9,0.5,0.44,0.704,0.702,0.361,0.352,0.343,0.35
9,0.5,0.46,0.729,0.698,0.381,0.333,0.348,0.365
9,0.5,0.48,0.77,0.626,0.381,0.318,0.389,0.308
9,0.5,0.5,0.782,0.691,0.392,0.363,0.39,0.328
9,0.5,0.52,0.741,0.693,0.373,0.35,0.368,0.343
9,0.5,0.54,0.735,0.675,0.387,0.335,0.348,0.34
9,0.5,0.56,0.777,0.657,0.401,0.337,0.376,0.32
9,0.5,0.58,0.842,0.624,0.423,0.309,0.419,0.315
9,0.5,0.6,0.811,0.656,0.396,0.314,0.415,0.342
9,0.5,0.62,0.782,0.692,0.399,0.327,0.383,0.365
9,0.5,0.64,0.813,0.689,0.4,0.349,0.413,0.34
9,0.5,0.66,0.768,0.748,0.393,0.365,0.375,0.383
9,0.5,0.68,0.787,0.73,0.406,0.364,0.381,0.366
9,0.5,0.7,0.796,0.735,0.394,0.36,0.402,0.375
9,0.5,0.72,0.811,0.64,0.411,0.314,0.4,0.326
9,0.5,0.74,0.786,0.705,0.402,0.353,0.384,0.352
9,0.5,0.76,0.823,0.665,0.406,0.335,0.417,0.33
9,0.5,0.78,0.856,0.671,0.432,0.347,0.424,0.324
9,0.5,0.8,0.812,0.714,0.411,0.354,0.401,0.36
9,0.5,0.82,0.823,0.661,0.415,0.331,0.408,0.33
9,0.5,0.84,0.747,0.766,0.381,0.385,0.366,0.381
9,0.5,0.86,0.799,0.686,0.407,0.328,0.392,0.358
9,0.5,0.88,0.824,0.693,0.408,0.352,0.416,0.341
9,0.5,0.9,0.815,0.699,0.41,0.354,0.405,0.345
9,0.5,0.92,0.816,0.71,0.409,0.368,0.407,0.342
9,0.5,0.94,0.809,0.728,0.402,0.37,0.407,0.358
9,0.5,0.96,0.82,0.68,0.406,0.348,0.414,0.332
9,0.5,0.98,0.804,0.661,0.402,0.342,0.402,0.319
9,0.5,1,0.824,0.719,0.41,0.366,0.414,0.353
9,0.52,0.02,0.422,0.1,0.265,0.054,0.157,0.046
9,0.52,0.04,0.51,0.272,0.286,0.128,0.224,0.144
9,0.52,0.06,0.588,0.263,0.316,0.132,0.272,0.131
9,0.52,0.08,0.566,0.296,0.302,0.135,0.264,0.161
9,0.52,0.1,0.572,0.398,0.3,0.199,0.272,0.199
9,0.52,0.12,0.659,0.378,0.353,0.178,0.306,0.2
9,0.52,0.14,0.693,0.435,0.36,0.211,0.333,0.224
9,0.52,0.16,0.687,0.507,0.355,0.253,0.332,0.254
9,0.52,0.18,0.686,0.487,0.346,0.228,0.34,0.259
9,0.52,0.2,0.65,0.561,0.34,0.278,0.31,0.283
9,0.52,0.22,0.707,0.507,0.364,0.259,0.343,0.248
9,0.52,0.24,0.691,0.526,0.36,0.266,0.331,0.26
9,0.52,0.26,0.763,0.431,0.378,0.221,0.385,0.21
9,0.52,0.28,0.751,0.589,0.395,0.292,0.356,0.297
9,0.52,0.3,0.656,0.652,0.342,0.322,0.314,0.33
9,0.52,0.32,0.72,0.57,0.371,0.276,0.349,0.294
9,0.52,0.34,0.799,0.528,0.399,0.255,0.4,0.273
9,0.52,0.36,0.751,0.665,0.382,0.344,0.369,0.321
9,0.52,0.38,0.763,0.593,0.401,0.295,0.362,0.298
9,0.52,0.4,0.792,0.675,0.406,0.328,0.386,0.347
9,0.52,0.42,0.804,0.519,0.399,0.242,0.405,0.277
9,0.52,0.44,0.723,0.668,0.369,0.334,0.354,0.334
9,0.52,0.46,0.739,0.616,0.38,0.307,0.359,0.309
9,0.52,0.48,0.755,0.698,0.397,0.346,0.358,0.352
9,0.52,0.5,0.764,0.659,0.386,0.324,0.378,0.335
9,0.52,0.52,0.81,0.647,0.414,0.33,0.396,0.317
9,0.52,0.54,0.754,0.703,0.39,0.345,0.364,0.358
9,0.52,0.56,0.746,0.707,0.381,0.353,0.365,0.354
9,0.52,0.58,0.755,0.737,0.39,0.362,0.365,0.375
9,0.52,0.6,0.778,0.638,0.385,0.316,0.393,0.322
9,0.52,0.62,0.809,0.662,0.411,0.34,0.398,0.322
9,0.52,0.64,0.826,0.7,0.422,0.345,0.404,0.355
9,0.52,0.66,0.799,0.677,0.406,0.333,0.393,0.344
9,0.52,0.68,0.808,0.69,0.41,0.352,0.398,0.338
9,0.52,0.7,0.789,0.698,0.401,0.34,0.388,0.358
9,0.52,0.72,0.832,0.697,0.42,0.339,0.412,0.358
9,0.52,0.74,0.788,0.66,0.397,0.33,0.391,0.33
9,0.52,0.76,0.823,0.549,0.42,0.282,0.403,0.267
9,0.52,0.78,0.81,0.622,0.39,0.316,0.42,0.306
9,0.52,0.8,0.81,0.721,0.402,0.363,0.408,0.358
9,0.52,0.82,0.823,0.629,0.41,0.316,0.413,0.313
9,0.52,0.84,0.76,0.755,0.38,0.386,0.38,0.369
9,0.52,0.86,0.815,0.689,0.406,0.34,0.409,0.349
9,0.52,0.88,0.805,0.709,0.408,0.349,0.397,0.36
9,0.52,0.9,0.813,0.657,0.412,0.324,0.401,0.333
9,0.52,0.92,0.814,0.723,0.4,0.364,0.414,0.359
9,0.52,0.94,0.819,0.73,0.41,0.357,0.409,0.373
9,0.52,0.96,0.744,0.76,0.374,0.392,0.37,0.368
9,0.52,0.98,0.863,0.658,0.428,0.352,0.435,0.306
9,0.52,1,0.829,0.682,0.415,0.336,0.414,0.346
9,0.54,0.02,0.375,0.078,0.226,0.038,0.149,0.04
9,0.54,0.04,0.501,0.232,0.295,0.121,0.206,0.111
9,0.54,0.06,0.574,0.307,0.324,0.149,0.25,0.158
9,0.54,0.08,0.542,0.327,0.3,0.164,0.242,0.163
9,0.54,0.1,0.557,0.375,0.306,0.187,0.251,0.188
9,0.54,0.12,0.615,0.383,0.326,0.179,0.289,0.204
9,0.54,0.14,0.631,0.462,0.326,0.223,0.305,0.239
9,0.54,0.16,0.678,0.45,0.367,0.215,0.311,0.235
9,0.54,0.18,0.706,0.56,0.362,0.272,0.344,0.288
