"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
19,0.52,0.742,0.633,0.38,0.325,0.362,0.308
19,0.54,0.751,0.584,0.379,0.285,0.372,0.299
19,0.56,0.727,0.608,0.362,0.313,0.365,0.295
19,0.58,0.795,0.616,0.417,0.306,0.378,0.31
19,0.6,0.682,0.707,0.344,0.348,0.338,0.359
19,0.62,0.736,0.608,0.377,0.294,0.359,0.314
19,0.64,0.781,0.646,0.39,0.32,0.391,0.326
19,0.66,0.786,0.634,0.402,0.328,0.384,0.306
19,0.68,0.77,0.671,0.404,0.339,0.366,0.332
19,0.7,0.788,0.652,0.402,0.322,0.386,0.33
19,0.72,0.801,0.632,0.406,0.323,0.395,0.309
19,0.74,0.795,0.633,0.39,0.318,0.405,0.315
19,0.76,0.832,0.528,0.42,0.258,0.412,0.27
19,0.78,0.83,0.652,0.412,0.319,0.418,0.333
19,0.8,0.777,0.663,0.409,0.335,0.368,0.328
19,0.82,0.777,0.684,0.399,0.345,0.378,0.339
19,0.84,0.822,0.639,0.412,0.33,0.41,0.309
19,0.86,0.833,0.685,0.427,0.332,0.406,0.353
19,0.88,0.786,0.693,0.391,0.351,0.395,0.342
19,0.9,0.801,0.663,0.397,0.334,0.404,0.329
19,0.92,0.759,0.617,0.376,0.313,0.383,0.304
19,0.94,0.829,0.64,0.418,0.331,0.411,0.309
19,0.96,0.795,0.694,0.404,0.358,0.391,0.336
19,0.98,0.827,0.685,0.42,0.319,0.407,0.366
19,1,0.805,0.689,0.415,0.354,0.39,0.335
20,0.02,0.457,0.127,0.279,0.064,0.178,0.063
20,0.04,0.566,0.193,0.335,0.093,0.231,0.1
20,0.06,0.555,0.266,0.311,0.122,0.244,0.144
20,0.08,0.561,0.293,0.3,0.133,0.261,0.16
20,0.1,0.571,0.367,0.313,0.171,0.258,0.196
20,0.12,0.694,0.423,0.365,0.21,0.329,0.213
20,0.14,0.616,0.402,0.334,0.173,0.282,0.229
20,0.16,0.576,0.42,0.294,0.21,0.282,0.21
20,0.18,0.642,0.389,0.346,0.195,0.296,0.194
20,0.2,0.689,0.387,0.366,0.207,0.323,0.18
20,0.22,0.719,0.496,0.38,0.247,0.339,0.249
20,0.24,0.64,0.516,0.348,0.244,0.292,0.272
20,0.26,0.722,0.538,0.388,0.274,0.334,0.264
20,0.28,0.774,0.546,0.399,0.277,0.375,0.269
20,0.3,0.73,0.516,0.381,0.264,0.349,0.252
20,0.32,0.718,0.511,0.371,0.272,0.347,0.239
20,0.34,0.713,0.55,0.373,0.267,0.34,0.283
20,0.36,0.775,0.444,0.395,0.217,0.38,0.227
20,0.38,0.775,0.556,0.384,0.265,0.391,0.291
20,0.4,0.742,0.567,0.371,0.303,0.371,0.264
20,0.42,0.714,0.613,0.359,0.309,0.355,0.304
20,0.44,0.759,0.52,0.375,0.266,0.384,0.254
20,0.46,0.776,0.591,0.407,0.303,0.369,0.288
20,0.48,0.815,0.524,0.413,0.251,0.402,0.273
20,0.5,0.771,0.608,0.389,0.305,0.382,0.303
20,0.52,0.742,0.633,0.38,0.325,0.362,0.308
20,0.54,0.751,0.584,0.379,0.285,0.372,0.299
20,0.56,0.727,0.608,0.362,0.313,0.365,0.295
20,0.58,0.795,0.616,0.417,0.306,0.378,0.31
20,0.6,0.682,0.707,0.344,0.348,0.338,0.359
20,0.62,0.736,0.608,0.377,0.294,0.359,0.314
20,0.64,0.781,0.646,0.39,0.32,0.391,0.326
20,0.66,0.786,0.634,0.402,0.328,0.384,0.306
20,0.68,0.77,0.671,0.404,0.339,0.366,0.332
20,0.7,0.788,0.652,0.402,0.322,0.386,0.33
20,0.72,0.801,0.632,0.406,0.323,0.395,0.309
20,0.74,0.795,0.633,0.39,0.318,0.405,0.315
20,0.76,0.832,0.528,0.42,0.258,0.412,0.27
20,0.78,0.83,0.652,0.412,0.319,0.418,0.333
20,0.8,0.777,0.663,0.409,0.335,0.368,0.328
20,0.82,0.777,0.684,0.399,0.345,0.378,0.339
20,0.84,0.822,0.639,0.412,0.33,0.41,0.309
20,0.86,0.833,0.685,0.427,0.332,0.406,0.353
20,0.88,0.786,0.693,0.391,0.351,0.395,0.342
20,0.9,0.801,0.663,0.397,0.334,0.404,0.329
20,0.92,0.759,0.617,0.376,0.313,0.383,0.304
20,0.94,0.829,0.64,0.418,0.331,0.411,0.309
20,0.96,0.795,0.694,0.404,0.358,0.391,0.336
20,0.98,0.827,0.685,0.42,0.319,0.407,0.366
20,1,0.805,0.689,0.415,0.354,0.39,0.335
