"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
19,0.56,0.772,0.608,0.384,0.311,0.388,0.297
19,0.58,0.765,0.579,0.384,0.271,0.381,0.308
19,0.6,0.788,0.559,0.396,0.286,0.392,0.273
19,0.62,0.758,0.638,0.385,0.322,0.373,0.316
19,0.64,0.752,0.62,0.372,0.305,0.38,0.315
19,0.66,0.752,0.617,0.377,0.305,0.375,0.312
19,0.68,0.784,0.673,0.396,0.344,0.388,0.329
19,0.7,0.721,0.676,0.362,0.327,0.359,0.349
19,0.72,0.798,0.618,0.401,0.3,0.397,0.318
19,0.74,0.761,0.686,0.39,0.337,0.371,0.349
19,0.76,0.798,0.632,0.392,0.299,0.406,0.333
19,0.78,0.773,0.67,0.394,0.323,0.379,0.347
19,0.8,0.806,0.624,0.404,0.314,0.402,0.31
19,0.82,0.79,0.629,0.397,0.311,0.393,0.318
19,0.84,0.801,0.681,0.403,0.334,0.398,0.347
19,0.86,0.741,0.723,0.377,0.357,0.364,0.366
19,0.88,0.798,0.68,0.405,0.345,0.393,0.335
19,0.9,0.646,0.754,0.322,0.377,0.324,0.377
19,0.92,0.771,0.654,0.387,0.329,0.384,0.325
19,0.94,0.828,0.695,0.414,0.352,0.414,0.343
19,0.96,0.788,0.686,0.391,0.333,0.397,0.353
19,0.98,0.808,0.651,0.404,0.326,0.404,0.325
19,1,0.806,0.682,0.406,0.341,0.4,0.341
20,0.02,0.34,0.069,0.225,0.03,0.115,0.039
20,0.04,0.441,0.236,0.24,0.102,0.201,0.134
20,0.06,0.438,0.28,0.234,0.133,0.204,0.147
20,0.08,0.51,0.335,0.294,0.163,0.216,0.172
20,0.1,0.537,0.376,0.313,0.178,0.224,0.198
20,0.12,0.624,0.415,0.338,0.215,0.286,0.2
20,0.14,0.65,0.47,0.34,0.234,0.31,0.236
20,0.16,0.549,0.488,0.288,0.24,0.261,0.248
20,0.18,0.617,0.505,0.322,0.235,0.295,0.27
20,0.2,0.602,0.495,0.324,0.259,0.278,0.236
20,0.22,0.639,0.476,0.336,0.245,0.303,0.231
20,0.24,0.613,0.559,0.327,0.281,0.286,0.278
20,0.26,0.672,0.572,0.344,0.284,0.328,0.288
20,0.28,0.727,0.546,0.373,0.281,0.354,0.265
20,0.3,0.728,0.56,0.386,0.288,0.342,0.272
20,0.32,0.674,0.596,0.357,0.293,0.317,0.303
20,0.34,0.597,0.569,0.311,0.285,0.286,0.284
20,0.36,0.745,0.582,0.377,0.292,0.368,0.29
20,0.38,0.753,0.608,0.39,0.305,0.363,0.303
20,0.4,0.721,0.558,0.365,0.285,0.356,0.273
20,0.42,0.75,0.539,0.382,0.271,0.368,0.268
20,0.44,0.723,0.653,0.371,0.318,0.352,0.335
20,0.46,0.71,0.613,0.36,0.291,0.35,0.322
20,0.48,0.699,0.632,0.359,0.319,0.34,0.313
20,0.5,0.739,0.52,0.384,0.263,0.355,0.257
20,0.52,0.769,0.579,0.386,0.29,0.383,0.289
20,0.54,0.781,0.616,0.404,0.294,0.377,0.322
20,0.56,0.772,0.608,0.384,0.311,0.388,0.297
20,0.58,0.765,0.579,0.384,0.271,0.381,0.308
20,0.6,0.788,0.559,0.396,0.286,0.392,0.273
20,0.62,0.758,0.638,0.385,0.322,0.373,0.316
20,0.64,0.752,0.62,0.372,0.305,0.38,0.315
20,0.66,0.752,0.617,0.377,0.305,0.375,0.312
20,0.68,0.784,0.673,0.396,0.344,0.388,0.329
20,0.7,0.721,0.676,0.362,0.327,0.359,0.349
20,0.72,0.798,0.618,0.401,0.3,0.397,0.318
20,0.74,0.761,0.686,0.39,0.337,0.371,0.349
20,0.76,0.798,0.632,0.392,0.299,0.406,0.333
20,0.78,0.773,0.67,0.394,0.323,0.379,0.347
20,0.8,0.806,0.624,0.404,0.314,0.402,0.31
20,0.82,0.79,0.629,0.397,0.311,0.393,0.318
20,0.84,0.801,0.681,0.403,0.334,0.398,0.347
20,0.86,0.741,0.723,0.377,0.357,0.364,0.366
20,0.88,0.798,0.68,0.405,0.345,0.393,0.335
20,0.9,0.646,0.754,0.322,0.377,0.324,0.377
20,0.92,0.771,0.654,0.387,0.329,0.384,0.325
20,0.94,0.828,0.695,0.414,0.352,0.414,0.343
20,0.96,0.788,0.686,0.391,0.333,0.397,0.353
20,0.98,0.808,0.651,0.404,0.326,0.404,0.325
20,1,0.806,0.682,0.406,0.341,0.4,0.341
