"Repeat","beta_U","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
19,0.56,0.717,0.631,0.36,0.304,0.357,0.327
19,0.58,0.752,0.602,0.384,0.305,0.368,0.297
19,0.6,0.777,0.548,0.409,0.271,0.368,0.277
19,0.62,0.75,0.668,0.383,0.326,0.367,0.342
19,0.64,0.731,0.651,0.371,0.314,0.36,0.337
19,0.66,0.81,0.646,0.411,0.323,0.399,0.323
19,0.68,0.793,0.649,0.407,0.327,0.386,0.322
19,0.7,0.811,0.492,0.404,0.232,0.407,0.26
19,0.72,0.799,0.633,0.396,0.312,0.403,0.321
19,0.74,0.823,0.621,0.415,0.308,0.408,0.313
19,0.76,0.788,0.662,0.409,0.33,0.379,0.332
19,0.78,0.831,0.587,0.42,0.297,0.411,0.29
19,0.8,0.711,0.684,0.368,0.329,0.343,0.355
19,0.82,0.808,0.616,0.416,0.302,0.392,0.314
19,0.84,0.801,0.671,0.411,0.333,0.39,0.338
19,0.86,0.826,0.674,0.413,0.328,0.413,0.346
19,0.88,0.761,0.704,0.384,0.362,0.377,0.342
19,0.9,0.802,0.661,0.411,0.328,0.391,0.333
19,0.92,0.831,0.633,0.421,0.318,0.41,0.315
19,0.94,0.778,0.664,0.395,0.326,0.383,0.338
19,0.96,0.829,0.677,0.418,0.333,0.411,0.344
19,0.98,0.834,0.622,0.425,0.324,0.409,0.298
19,1,0.8,0.683,0.403,0.35,0.397,0.333
20,0.02,0.437,0.074,0.263,0.033,0.174,0.041
20,0.04,0.577,0.217,0.31,0.094,0.267,0.123
20,0.06,0.593,0.305,0.323,0.154,0.27,0.151
20,0.08,0.628,0.31,0.354,0.163,0.274,0.147
20,0.1,0.612,0.315,0.334,0.15,0.278,0.165
20,0.12,0.654,0.391,0.372,0.188,0.282,0.203
20,0.14,0.694,0.351,0.358,0.161,0.336,0.19
20,0.16,0.612,0.381,0.328,0.182,0.284,0.199
20,0.18,0.679,0.442,0.358,0.212,0.321,0.23
20,0.2,0.719,0.423,0.389,0.224,0.33,0.199
20,0.22,0.682,0.439,0.36,0.216,0.322,0.223
20,0.24,0.719,0.484,0.393,0.245,0.326,0.239
20,0.26,0.721,0.559,0.378,0.272,0.343,0.287
20,0.28,0.679,0.554,0.346,0.253,0.333,0.301
20,0.3,0.684,0.498,0.357,0.253,0.327,0.245
20,0.32,0.708,0.569,0.375,0.277,0.333,0.292
20,0.34,0.708,0.516,0.358,0.265,0.35,0.251
20,0.36,0.75,0.571,0.393,0.283,0.357,0.288
20,0.38,0.757,0.589,0.396,0.284,0.361,0.305
20,0.4,0.736,0.587,0.374,0.283,0.362,0.304
20,0.42,0.788,0.591,0.405,0.298,0.383,0.293
20,0.44,0.779,0.475,0.383,0.231,0.396,0.244
20,0.46,0.769,0.608,0.394,0.308,0.375,0.3
20,0.48,0.793,0.575,0.402,0.28,0.391,0.295
20,0.5,0.802,0.557,0.412,0.263,0.39,0.294
20,0.52,0.792,0.654,0.403,0.332,0.389,0.322
20,0.54,0.785,0.565,0.397,0.283,0.388,0.282
20,0.56,0.717,0.631,0.36,0.304,0.357,0.327
20,0.58,0.752,0.602,0.384,0.305,0.368,0.297
20,0.6,0.777,0.548,0.409,0.271,0.368,0.277
20,0.62,0.75,0.668,0.383,0.326,0.367,0.342
20,0.64,0.731,0.651,0.371,0.314,0.36,0.337
20,0.66,0.81,0.646,0.411,0.323,0.399,0.323
20,0.68,0.793,0.649,0.407,0.327,0.386,0.322
20,0.7,0.811,0.492,0.404,0.232,0.407,0.26
20,0.72,0.799,0.633,0.396,0.312,0.403,0.321
20,0.74,0.823,0.621,0.415,0.308,0.408,0.313
20,0.76,0.788,0.662,0.409,0.33,0.379,0.332
20,0.78,0.831,0.587,0.42,0.297,0.411,0.29
20,0.8,0.711,0.684,0.368,0.329,0.343,0.355
20,0.82,0.808,0.616,0.416,0.302,0.392,0.314
20,0.84,0.801,0.671,0.411,0.333,0.39,0.338
20,0.86,0.826,0.674,0.413,0.328,0.413,0.346
20,0.88,0.761,0.704,0.384,0.362,0.377,0.342
20,0.9,0.802,0.661,0.411,0.328,0.391,0.333
20,0.92,0.831,0.633,0.421,0.318,0.41,0.315
20,0.94,0.778,0.664,0.395,0.326,0.383,0.338
20,0.96,0.829,0.677,0.418,0.333,0.411,0.344
20,0.98,0.834,0.622,0.425,0.324,0.409,0.298
20,1,0.8,0.683,0.403,0.35,0.397,0.333
